,locus_tag,left,right,strand,name
960,BSU_15210,1590317,1591417,1,Stage V sporulation protein E
961,BSU_16730,1744367,1745260,1,Dipicolinate synthase subunit A (DPA synthase subunit A) (EC 1.3.1.-) (Spore dipicolinate synthase subunit A) (Stage V sporulation protein FA)
962,BSU_16740,1745263,1745865,1,Dipicolinate synthase subunit B (DPA synthase subunit B) (EC 1.3.1.-) (Spore dipicolinate synthase subunit B) (Stage V sporulation protein FB)
963,BSU_00490,55866,56159,1,Putative septation protein SpoVG (Stage V sporulation protein G)
964,BSU_17420,1874203,1875171,1,Stage V sporulation protein K
965,BSU_15810,1655446,1655526,1,Stage V sporulation protein M
966,BSU_09400,1015647,1017053,1,Stage V sporulation protein R
967,BSU_16980,1769935,1770195,1,Stage V sporulation protein S
968,BSU_15030,1570574,1571800,-1,Dipicolinic acid transporter SpoVV
969,BSU_29530,3020040,3021047,-1,Putative signal peptide peptidase SppA (EC 3.4.21.-)
970,BSU_21660,2284771,2286408,1,Serine-type integrase SprA
971,BSU_37810,3882979,3883434,-1,Spore coat polysaccharide biosynthesis protein SpsL
972,BSU_11500,1227697,1228092,1,Global transcriptional regulator Spx (Redox-responsive transcription factor Spx) (Suppressor of clpP and clpX) (Spx)
973,BSU_19320,2102168,2104066,1,Sporulenol synthase (EC 4.2.1.137) (Tetraprenyl-beta-curcumene cyclase)
974,BSU_03480,376968,387731,1,Surfactin synthase subunit 1
975,BSU_09650,1040094,1040837,1,NAD-dependent protein deacetylase (EC 2.3.1.286) (Regulatory protein SIR2 homolog)
976,BSU_40900,4198886,4199404,-1,Single-stranded DNA-binding protein A (SSB A)
977,BSU_36310,3740206,3740547,-1,Single-stranded DNA-binding protein B (SSB B)
978,BSU_09958,1071402,1071488,1,Small spore coat assembly protein A
979,BSU_29570,3025445,3025654,-1,"Small, acid-soluble spore protein A (SASP)"
980,BSU_09750,1050031,1050234,-1,"Small, acid-soluble spore protein B (SASP)"
981,BSU_19950,2156239,2156457,1,"Small, acid-soluble spore protein C (SASP)"
982,BSU_13470,1413800,1413994,-1,"Small, acid-soluble spore protein D (SASP)"
983,BSU_08660,937900,938154,1,"Small, acid-soluble spore protein gamma-type (SASP)"
984,BSU_00450,53183,53368,1,Protein SspF
985,BSU_32640,3354066,3354212,1,"Small, acid-soluble spore protein G (SASP G)"
986,BSU_08110,885629,885808,1,"Small, acid-soluble spore protein H (SASP H)"
987,BSU_28660,2931692,2931907,1,"Small, acid-soluble spore protein I (SASP I)"
988,BSU_33340,3421465,3421605,-1,"Small, acid-soluble spore protein J (SASP J)"
989,BSU_08550,928112,928264,-1,"Small, acid-soluble spore protein K (SASP K)"
990,BSU_22000,2310859,2310987,1,"Small, acid-soluble spore protein L (SASP L)"
991,BSU_22290,2339670,2339774,1,"Small, acid-soluble spore protein M (SASP M)"
992,BSU_18020,1930264,1930410,1,"Small, acid-soluble spore protein N (SASP N)"
993,BSU_17990,1926306,1926452,-1,"Small, acid-soluble spore protein O (SASP O)"
994,BSU_17980,1926128,1926274,-1,"Small, acid-soluble spore protein P (SASP P)"
995,BSU_misc_RNA_55,3450708,3451071,-1,Proteolysis tag peptide encoded by tmRNA Bacil_subti_168 (TmRNA-encoded proteolysis-inducing peptide tag)
996,BSU_08830,961394,962161,1,Aliphatic sulfonates import ATP-binding protein SsuB (EC 7.6.2.14)
997,BSU_08850,963174,964004,1,Putative aliphatic sulfonates transport permease protein SsuC
998,BSU_12860,1351375,1352691,-1,Serine/threonine exchanger SteT
999,BSU_13840,1450638,1451135,1,Sporulation thiol-disulfide oxidoreductase A (Stage IV sporulation protein H)
1000,BSU_16090,1680431,1681588,1,Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)
1001,BSU_32160,3305599,3305961,-1,Uncharacterized protein SufA
1002,BSU_32670,3355593,3356990,-1,FeS cluster assembly protein SufB
1003,BSU_32680,3357011,3357454,-1,Zinc-dependent sulfurtransferase SufU (EC 2.-.-.-) (Putative iron-sulfur cluster assembly scaffold protein SufU) (Sulfur acceptor protein SufU)
1004,BSU_21490,2269988,2270305,-1,Sublancin immunity protein SunI (SPbeta prophage-derived protein YolF)
1005,BSU_06710,732955,736113,1,Swarming motility protein SwrC
1006,BSU_35750,3681370,3682140,1,N-acetylglucosaminyldiphosphoundecaprenol N-acetyl-beta-D-mannosaminyltransferase (EC 2.4.1.187) (Major teichoic acid biosynthesis protein A) (N-acetylmannosaminyltransferase) (UDP-N-acetylmannosamine transferase) (UDP-N-acetylmannosamine:N-acetylglucosaminyl pyrophosphorylundecaprenol N-acetylmannosaminyltransferase)
1007,BSU_35770,3683438,3684766,1,Putative major teichoic acid biosynthesis protein C
1008,BSU_35700,3673564,3675147,-1,Teichoic acids export ATP-binding protein TagH (EC 7.5.2.4) (Teichoic acid-transporting ATPase)
1009,BSU_35530,3648654,3649730,-1,Probable undecaprenyl-phosphate N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33) (UDP-GlcNAc:undecaprenyl-phosphate GlcNAc-1-phosphate transferase) (Undecaprenyl-Phosphate GlcNAc-1-phosphate transferase)
1010,BSU_35840,3694239,3695207,1,Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagT (EC 2.7.8.-)
1011,BSU_35650,3663281,3664201,1,Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU (EC 2.7.8.-) (Membrane-bound protein LytR)
1012,BSU_24620,2553081,2553866,-1,Major biofilm matrix component (Spore coat-associated protein N) (Translocation-dependent antimicrobial spore component)
1013,BSU_17710,1905370,1905558,-1,Sec-independent protein translocase protein TatAc
1014,BSU_05980,647760,647933,1,Sec-independent protein translocase protein TatAy
1015,BSU_03590,409208,409951,-1,L-cystine import ATP-binding protein TcyC (EC 7.4.2.-)
1016,BSU_09130,986986,988377,1,L-cystine uptake protein TcyP (Symporter YhcL) (Transporter of cystine TcyP)
1017,BSU_16990,1770461,1771504,1,L-threonine 3-dehydrogenase (TDH) (EC 1.1.1.103)
1018,BSU_11650,1242449,1243159,1,Aminopyrimidine aminohydrolase (EC 3.5.99.2) (4-amino-5-aminomethyl-2-methylpyrimidine hydrolase) (Thiaminase II)
1019,BSU_16790,1751201,1751938,1,Translocation-enhancing protein TepA
1020,BSU_40770,4187681,4189057,-1,Tetracycline resistance protein
1021,BSU_31270,3212591,3213328,1,Protein-glutamine gamma-glutamyltransferase (EC 2.3.2.13) (Transglutaminase) (TGase)
1022,BSU_27710,2832727,2833872,-1,Queuine tRNA-ribosyltransferase (EC 2.4.2.29) (Guanine insertion enzyme) (tRNA-guanine transglycosylase)
1023,BSU_08790,955895,957667,1,Thiamine-phosphate synthase (TP synthase) (TPS) (EC 2.5.1.3) (Thiamine-phosphate pyrophosphorylase) (TMP pyrophosphorylase) (TMP-PPase)
1024,BSU_38290,3930707,3931375,-1,Thiamine-phosphate synthase (TP synthase) (TPS) (EC 2.5.1.3) (Thiamine-phosphate pyrophosphorylase) (TMP pyrophosphorylase) (TMP-PPase)
1025,BSU_29580,3025748,3026953,-1,Probable tRNA sulfurtransferase (EC 2.8.1.4) (Sulfur carrier protein ThiS sulfurtransferase) (Thiamine biosynthesis protein ThiI) (tRNA 4-thiouridine synthase)
1026,BSU_05900,640662,641639,1,Thiamine-monophosphate kinase (TMP kinase) (Thiamine-phosphate kinase) (EC 2.7.4.16)
1027,BSU_38300,3931372,3932190,-1,Hydroxyethylthiazole kinase (EC 2.7.1.50) (4-methyl-5-beta-hydroxyethylthiazole kinase) (TH kinase) (Thz kinase)
1028,BSU_30990,3179306,3179884,1,Thiamine transporter ThiT (Thiamine ECF transporter S component ThiT)
1029,BSU_13210,1388070,1388834,-1,HMP/thiamine ABC transporter permease ThiX
1030,BSU_32240,3312844,3313773,-1,Homoserine kinase (HK) (HSK) (EC 2.7.1.39)
1031,BSU_32250,3313770,3314828,-1,Threonine synthase (TS) (EC 4.2.3.1)
1032,BSU_27910,2852157,2852600,-1,UPF0735 ACT domain-containing protein HIR78_16370
1033,BSU_28950,2959257,2961188,-1,Threonine--tRNA ligase 1 (EC 6.1.1.3) (Threonyl-tRNA synthetase 1) (ThrRS 1)
1034,BSU_37560,3854256,3856172,-1,Threonine--tRNA ligase 2 (EC 6.1.1.3) (Threonyl-tRNA synthetase 2) (ThrRS 2)
1035,BSU_17680,1902219,1903058,1,Thymidylate synthase (TS) (TSase) (EC 2.1.1.45)
1036,BSU_28230,2886315,2887589,-1,Trigger factor (TF) (EC 5.2.1.8) (PPIase) (Vegetative protein 2) (VEG2)
1037,BSU_00670,74929,76347,1,tRNA(Ile)-lysidine synthase (EC 6.3.4.19) (tRNA(Ile)-2-lysyl-cytidine synthase) (tRNA(Ile)-lysidine synthetase)
1038,BSU_17890,1919861,1921864,1,Transketolase (TK) (EC 2.2.1.1)
1039,BSU_18030,1930447,1930698,1,"Small, acid-soluble spore protein Tlp"
1040,BSU_31250,3208280,3210268,-1,Methyl-accepting chemotaxis protein TlpA
1041,BSU_31230,3204067,3206055,-1,Methyl-accepting chemotaxis protein TlpB
1042,BSU_03440,372771,374492,-1,Methyl-accepting chemotaxis protein TlpC
1043,BSU_15060,1573807,1575054,-1,tRNA(Met) cytidine acetate ligase (EC 6.3.4.-)
1044,BSU_00280,39159,39797,1,Thymidylate kinase (EC 2.7.4.9) (dTMP kinase)
1045,BSU_03140,339156,339749,-1,Tunicamycin resistance protein
1046,BSU_13310,1397411,1397743,-1,HTH-type transcriptional regulator TnrA (Transcriptional nitrogen regulatory protein A) (TnrA)
1047,BSU_33920,3479405,3480166,-1,Triosephosphate isomerase (TIM) (TPI) (EC 5.3.1.1) (Triose-phosphate isomerase)
1048,BSU_29490,3017696,3018199,-1,Thiol peroxidase (Tpx) (EC 1.11.1.24) (Peroxiredoxin tpx) (Prx) (Thioredoxin peroxidase) (Thioredoxin-dependent peroxiredoxin)
1049,BSU_07810,851850,853535,1,"Trehalose-6-phosphate hydrolase (EC 3.2.1.93) (Alpha,alpha-phosphotrehalase) (Phospho-alpha-(1-1)-glucosidase)"
1050,BSU_07800,850367,851779,1,PTS system trehalose-specific EIIBC component (EIIBC-Tre) (EII-Tre) [Includes: Trehalose-specific phosphotransferase enzyme IIB component (EC 2.7.1.201) (PTS system trehalose-specific EIIB component); Trehalose permease IIC component (PTS system trehalose-specific EIIC component)]
1051,BSU_29900,3059547,3060188,-1,tRNA (guanine-N(7)-)-methyltransferase (EC 2.1.1.33) (BsTrmB) (tRNA (guanine(46)-N(7))-methyltransferase) (tRNA(m7G46)-methyltransferase)
1052,BSU_16030,1675171,1675902,1,tRNA (guanine-N(1)-)-methyltransferase (EC 2.1.1.228) (M1G-methyltransferase) (tRNA [GM37] methyltransferase)
1053,BSU_16130,1685812,1687119,1,Methylenetetrahydrofolate--tRNA-(uracil-5-)-methyltransferase TrmFO (EC 2.1.1.74) (Folate-dependent tRNA (uracil-5-)-methyltransferase) (Folate-dependent tRNA(M-5-U54)-methyltransferase)
1054,BSU_27500,2809413,2810528,-1,tRNA-specific 2-thiouridylase MnmA (EC 2.8.1.13)
1055,BSU_22630,2371508,2372311,-1,Tryptophan synthase alpha chain (EC 4.2.1.20)
1056,BSU_22640,2372304,2373506,-1,Tryptophan synthase beta chain (EC 4.2.1.20)
1057,BSU_10010,1074646,1075164,-1,Probable tryptophan transport protein
1058,BSU_11420,1218113,1219105,-1,Tryptophan--tRNA ligase (EC 6.1.1.2) (Tryptophanyl-tRNA synthetase) (TrpRS)
1059,BSU_01480,152937,153680,1,tRNA pseudouridine synthase A (EC 5.4.99.12) (tRNA pseudouridine(38-40) synthase) (tRNA pseudouridylate synthase I) (tRNA-uridine isomerase I)
1060,BSU_28500,2913024,2913338,-1,Thioredoxin (Trx)
1061,BSU_34790,3573207,3574157,-1,Thioredoxin reductase (TRXR) (EC 1.8.1.9) (General stress protein 35) (GSP35)
1062,BSU_35560,3651879,3652559,-1,Teichuronic acid biosynthesis protein TuaF
1063,BSU_35550,3651097,3651855,-1,Putative teichuronic acid biosynthesis glycosyltransferase TuaG (EC 2.4.-.-)
1064,BSU_22610,2369251,2370366,-1,Prephenate dehydrogenase (PDH) (EC 1.3.1.12)
1065,BSU_29670,3036603,3037871,-1,Tyrosine--tRNA ligase (EC 6.1.1.1) (Tyrosyl-tRNA synthetase) (TyrRS)
1066,BSU_38460,3947158,3948399,1,Tyrosine--tRNA ligase 2 (EC 6.1.1.1) (Tyrosyl-tRNA synthetase 2) (TyrRS 2)
1067,BSU_27330,2792218,2792853,-1,Uridine kinase (EC 2.7.1.48) (Cytidine monophosphokinase) (Uridine monophosphokinase)
1068,BSU_37970,3897685,3898362,-1,Uracil-DNA glycosylase (UDG) (EC 3.2.2.27)
1069,BSU_36890,3788426,3789055,-1,Uracil phosphoribosyltransferase (EC 2.4.2.9) (UMP pyrophosphorylase) (UPRTase)
1070,BSU_31150,3194635,3195465,-1,Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)
1071,BSU_16530,1721214,1721996,1,Isoprenyl transferase (EC 2.5.1.-)
1072,BSU_36660,3768791,3769108,-1,Urease subunit gamma (EC 3.5.1.5) (Urea amidohydrolase subunit gamma)
1073,BSU_36650,3768420,3768794,-1,Urease subunit beta (EC 3.5.1.5) (Urea amidohydrolase subunit beta)
1074,BSU_35160,3610064,3612937,-1,UvrABC system protein A (UvrA protein) (Excinuclease ABC subunit A)
1075,BSU_28490,2911116,2912888,-1,UvrABC system protein C (Protein UvrC) (Excinuclease ABC subunit C)
1076,BSU_21500,2270407,2271657,-1,Putative UV-damage repair protein UvrX
1077,BSU_12380,1309880,1311322,1,Altronate oxidoreductase (EC 1.1.1.58) (Tagaturonate dehydrogenase) (Tagaturonate reductase)
1078,BSU_12300,1300450,1301871,1,Uronate isomerase (EC 5.3.1.12) (Glucuronate isomerase) (Uronic isomerase)
1079,BSU_12340,1305486,1306565,1,Mannonate dehydratase (EC 4.2.1.8) (D-mannonate hydro-lyase)
1080,BSU_28090,2866664,2869306,-1,Valine--tRNA ligase (EC 6.1.1.9) (Valyl-tRNA synthetase) (ValRS)
1081,BSU_00440,52763,53023,1,Protein Veg
1082,BSU_38090,3907844,3910264,1,Minor extracellular protease vpr (EC 3.4.21.-)
1083,BSU_40380,4149667,4150509,-1,WalRK two-component regulatory system regulator WalI
1084,BSU_39220,4023054,4023482,-1,Immunity protein WapI
1085,BSU_10770,1153789,1156473,1,Cell wall-associated protease (EC 3.4.21.-) [Cleaved into: Cell wall-associated polypeptide CWBP23 (CWBP23); Cell wall-associated polypeptide CWBP52 (CWBP52)]
1086,BSU_12600,1328702,1329529,1,Phage-like element PBSX protein XkdF
1087,BSU_12620,1330892,1331248,1,Phage-like element PBSX protein XkdH
1088,BSU_12460,1317535,1318488,1,N-acetylmuramoyl-L-alanine amidase XlyB (EC 3.5.1.28) (Autolysin) (Cell wall hydrolase)
1089,BSU_00250,35845,36459,1,Protein XpaC
1090,BSU_12510,1321329,1321670,-1,HTH-type transcriptional regulator Xre (Putative PBSX repressor)
1091,BSU_12570,1325096,1325893,1,PBSX phage terminase small subunit
1092,BSU_17600,1891908,1893245,1,Xylose isomerase (EC 5.3.1.5)
1093,BSU_17590,1890512,1891666,-1,Xylose repressor
1094,BSU_18840,2054599,2055240,-1,"Endo-1,4-beta-xylanase A (Xylanase A) (EC 3.2.1.8) (1,4-beta-D-xylan xylanohydrolase A)"
1095,BSU_18150,1942714,1943982,-1,Glucuronoxylanase XynC (EC 3.2.1.136) (Endoxylanase XynC) (Glucuronoxylan xylanohydrolase)
1096,BSU_00030,3206,3421,1,Probable ribosome maturation protein RlbA
1097,BSU_00080,14847,15794,-1,Uncharacterized protein YaaC
1098,BSU_00160,23868,25151,-1,Cortical fragment-lytic enzyme (CFLE) (EC 3.2.1.-) (Spore germination protein) (Spore peptidoglycan N-acetylglucosaminidase)
1099,BSU_00170,25221,25766,-1,Uncharacterized isochorismatase family protein YaaI (EC 3.-.-.-)
1100,BSU_00180,25852,26337,1,tRNA-specific adenosine deaminase (EC 3.5.4.33)
1101,BSU_00200,28529,28852,1,Nucleoid-associated protein YaaK
1102,BSU_00400,48629,49942,1,Putative cell wall shaping protein YabE
1103,BSU_00430,51680,52552,1,Sporulation-specific protease YabG (EC 3.4.-.-)
1104,BSU_00570,64817,66415,1,Uncharacterized membrane protein YabM
1105,BSU_00590,67877,68137,1,Uncharacterized protein YabO
1106,BSU_00610,68515,69150,1,Spore protein YabQ
1107,BSU_00630,69626,70012,1,Uncharacterized protein YabR
1108,BSU_00660,73809,74825,1,Probable serine/threonine-protein kinase YabT (EC 2.7.11.1)
1109,BSU_00720,80802,81695,1,Putative peptidyl-prolyl cis-trans isomerase YacD (PPIase YacD) (EC 5.2.1.8) (Rotamase YacD)
1110,BSU_00890,108674,109774,1,Uncharacterized PIN and TRAM-domain containing protein YacL (Putative RNase YacL) (EC 3.1.-.-)
1111,BSU_00800,87401,87610,1,Uncharacterized HTH-type transcriptional regulator YazB
1112,BSU_01140,134171,135127,1,Probable aminopeptidase YbaC (EC 3.4.11.-)
1113,BSU_01510,155156,155923,1,Uncharacterized methyltransferase YbaJ
1114,BSU_01520,156109,156552,1,Uncharacterized protein YbaK
1115,BSU_01580,177083,178519,1,Putative sulfate transporter YbaR
1116,BSU_01590,178665,179585,1,Uncharacterized protein YbaS
1117,BSU_01600,179595,180347,-1,Uncharacterized protein YbbA
1118,BSU_01650,185194,186438,-1,Uncharacterized protein YbbC (ORF2)
1119,BSU_01720,193570,194025,-1,Uncharacterized protein YbbK
1120,BSU_01890,211859,213031,1,Uncharacterized MFS-type transporter YbcL
1121,BSU_01900,213155,213469,1,Uncharacterized protein YbcM
1122,BSU_02010,221950,222912,1,Sensor histidine kinase YbdK (EC 2.7.13.3)
1123,BSU_02040,224075,224932,-1,Uncharacterized protein YbdN
1124,BSU_02050,225064,226248,1,Uncharacterized protein YbdO
1125,BSU_31959,3280294,3280503,-1,Uncharacterized protein YbdZ
1126,BSU_02160,235965,236882,1,Putative HTH-type DNA-binding domain-containing acetyltransferase YbfA (EC 2.3.1.-)
1127,BSU_02180,238164,238448,-1,Uncharacterized protein YbfE
1128,BSU_02210,241917,242837,-1,Uncharacterized transporter YbhF
1129,BSU_02260,246658,247548,1,Carboxylesterase YbfK (EC 3.1.1.1)
1130,BSU_02280,248268,248756,1,Uncharacterized membrane protein YbfM
1131,BSU_02310,249979,251319,1,Putative hydrolase YbfO (EC 3.-.-.-)
1132,BSU_02380,258532,258807,1,Uncharacterized membrane protein YbgB
1133,BSU_02390,259016,260086,1,Branched-chain-amino-acid transaminase 1 (BCAT 1) (EC 2.6.1.42)
1134,BSU_02400,260123,261535,-1,Uncharacterized amino acid permease YbgF
1135,BSU_02410,261656,262603,-1,Homocysteine S-methyltransferase YbgG (EC 2.1.1.10) (S-methylmethionine:homocysteine methyltransferase)
1136,BSU_02060,226566,227954,1,Probable polysaccharide deacetylase PdaB (EC 3.-.-.-)
1137,BSU_02090,228549,229352,-1,Iron-sulfur cluster carrier protein
1138,BSU_02110,230819,231079,-1,Uncharacterized protein YbyB
1139,BSU_01889,211429,211731,1,Uncharacterized HTH-type transcriptional regulator YbzH
1140,BSU_02019,222971,223234,1,Uncharacterized protein YbzI
1141,BSU_02460,267890,268816,1,Probable 5-dehydro-4-deoxyglucarate dehydratase (EC 4.2.1.41) (5-keto-4-deoxy-glucarate dehydratase) (KDGDH)
1142,BSU_02490,271800,273167,1,Probable glucarate dehydratase (GDH) (GlucD) (EC 4.2.1.40)
1143,BSU_02550,278377,279057,1,Uncharacterized transcriptional regulatory protein YcbL
1144,BSU_02590,281769,282155,-1,Uncharacterized protein YcbP (ORF15)
1145,BSU_02610,283003,283734,1,Uncharacterized protein YcbR (ORF17)
1146,BSU_02660,287499,288611,1,Uncharacterized aminotransferase YcbU (EC 2.6.1.-)
1147,BSU_02720,293499,294575,1,Uncharacterized protein YccF
1148,BSU_02770,298466,299398,1,Uncharacterized oxidoreductase YccK (EC 1.-.-.-)
1149,BSU_02800,302435,303796,1,Uncharacterized protein YcdC
1150,BSU_02830,305658,306434,1,Glucose 1-dehydrogenase 2 (EC 1.1.1.47) (GLCDH-II) (GDH-II) (General stress protein 74) (GSP74)
1151,BSU_02880,310880,311875,-1,Uncharacterized protein YceB
1152,BSU_02890,312159,312758,1,Stress response protein SCP2
1153,BSU_02920,314025,314798,1,Uncharacterized membrane protein YceF
1154,BSU_02970,320421,320723,-1,Uncharacterized HTH-type transcriptional regulator YceK
1155,BSU_03020,325339,326772,1,Uncharacterized protein YcgA
1156,BSU_03030,326888,327469,1,Uncharacterized protein YcgB
1157,BSU_03080,334092,334556,1,Uncharacterized HTH-type transcriptional regulator YcgE
1158,BSU_03090,334630,335259,1,Putative amino acid efflux protein YcgF
1159,BSU_03100,335329,336090,1,Uncharacterized protein YcgG
1160,BSU_03110,336092,337432,-1,Uncharacterized transporter YcgH
1161,BSU_03120,337562,338158,1,Uncharacterized protein YcgI
1162,BSU_03160,340613,341374,-1,Uncharacterized methyltransferase YcgJ (EC 2.1.1.-)
1163,BSU_03170,341492,342466,1,Uncharacterized HTH-type transcriptional regulator YcgK
1164,BSU_03190,343578,344360,1,Uncharacterized protein YcgL
1165,BSU_03240,349996,350853,-1,UPF0703 protein YcgQ
1166,BSU_03250,350858,351742,-1,UPF0718 protein YcgR
1167,BSU_03260,351842,352696,-1,Uncharacterized hydrolase YcgS (EC 3.-.-.-)
1168,BSU_03270,352858,353868,1,Ferredoxin--NADP reductase 1 (FNR 1) (Fd-NADP(+) reductase 1) (EC 1.18.1.2)
1169,BSU_03350,365170,365754,1,"Putative L,D-transpeptidase YciB (EC 2.-.-.-)"
1170,BSU_03370,367305,367985,-1,Probable amino-acid ABC transporter permease protein YckA
1171,BSU_03390,369236,369691,1,Uncharacterized protein YckC (ORF3)
1172,BSU_03400,369773,370105,1,Uncharacterized protein YckD (ORF4)
1173,BSU_03410,370259,371692,1,Aryl-phospho-beta-D-glucosidase BglC (EC 3.2.1.86) (6-phospho-beta-glucosidase)
1174,BSU_03660,415350,416195,1,AB hydrolase superfamily protein YclE (EC 3.-.-.-)
1175,BSU_03680,417993,419747,1,Uncharacterized protein YclG
1176,BSU_03750,426577,427260,1,Uncharacterized transcriptional regulatory protein YclJ
1177,BSU_03840,436036,437454,-1,Uncharacterized MFS-type transporter YcnB
1178,BSU_03860,438516,439265,-1,FMN reductase [NAD(P)H] (EC 1.5.1.39) (NAD(P)H-dependent FMN reductase) (NAD(P)H-dependent nitro/flavin reductase) (NAD(P)H-dependent nitroreductase) (NAD(P)H-dependent oxidoreductase)
1179,BSU_03870,439282,439569,-1,Putative monooxygenase YcnE (EC 1.-.-.-)
1180,BSU_03940,446174,446788,-1,Uncharacterized protein YcnI
1181,BSU_03970,449198,449551,1,Uncharacterized protein YcnL
1182,BSU_04000,452830,453894,1,Probable tartrate dehydrogenase/decarboxylase (TDH) (EC 1.1.1.93) (EC 4.1.1.73) (D-malate dehydrogenase [decarboxylating]) (EC 1.1.1.83)
1183,BSU_04030,455346,455738,1,Uncharacterized protein YcsD
1184,BSU_04040,456068,456817,1,5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YcsE (EC 3.1.3.104)
1185,BSU_04070,459049,459822,1,Putative hydro-lyase YcsI (EC 4.2.1.-)
1186,BSU_03530,403217,404443,1,Uncharacterized MFS-type transporter YcxA (ORF5)
1187,BSU_03540,404458,405015,-1,Uncharacterized protein YcxB (ORF6)
1188,BSU_03550,405069,406007,-1,Uncharacterized transporter YcxC
1189,BSU_02710,292881,293264,-1,Uncharacterized protein YczC
1190,BSU_03580,408240,408887,-1,Uncharacterized membrane protein YczE
1191,BSU_03880,439709,440023,1,Uncharacterized HTH-type transcriptional regulator YczG
1192,BSU_04020,454652,455260,-1,Uncharacterized protein YczH
1193,BSU_04120,463245,463490,1,Uncharacterized protein YczI
1194,BSU_04130,463496,463783,-1,Uncharacterized protein YczJ
1195,BSU_03788,430185,430274,-1,Uncharacterized membrane protein YczM
1196,BSU_04039,455771,455935,-1,Uncharacterized protein YczO
1197,BSU_04170,469426,470937,1,Putative acyl--CoA ligase YdaB (EC 6.2.1.-)
1198,BSU_04180,470957,471502,-1,Uncharacterized methyltransferase YdaC (EC 2.1.1.-)
1199,BSU_04190,471709,472569,1,General stress protein 39 (GSP39) (EC 1.-.-.-)
1200,BSU_04210,473174,473725,1,Putative ribosomal N-acetyltransferase YdaF (EC 2.3.1.-)
1201,BSU_04220,473803,474225,1,General stress protein 26 (GSP26)
1202,BSU_04270,478944,480032,1,Putative lipoprotein YdaJ
1203,BSU_04340,488830,490554,1,Putative thiamine pyrophosphate-containing protein YdaP
1204,BSU_04380,492989,493441,-1,Uncharacterized protein YdaT
1205,BSU_04390,493559,494377,1,Uncharacterized protein YdbA
1206,BSU_04410,495009,495350,1,Uncharacterized protein YdbB
1207,BSU_04430,495740,496561,-1,Probable manganese catalase (EC 1.11.1.6) (General stress protein 80) (GSP80)
1208,BSU_04480,501579,502631,1,Putative transport protein YdbI
1209,BSU_04510,504689,505024,1,Uncharacterized protein YdbL
1210,BSU_04520,505152,506297,1,Putative acyl-CoA dehydrogenase YdbM (EC 1.3.99.-)
1211,BSU_04540,506866,507738,1,Uncharacterized transporter YdbO
1212,BSU_04550,507753,508073,-1,Thioredoxin-like protein YdbP
1213,BSU_04590,512814,513293,1,UPF0699 transmembrane protein YdbS
1214,BSU_04600,513283,514764,1,UPF0699 transmembrane protein YdbT
1215,BSU_04610,515016,515615,-1,Putative rhomboid protease YdcA (EC 3.4.21.-)
1216,BSU_04630,516241,517257,1,Sporulation protein YdcC
1217,BSU_04760,524782,525222,1,UPF0310 protein YdcG
1218,BSU_04780,525743,527902,1,Uncharacterized protein YdcI
1219,BSU_04790,528129,528581,1,Protein SprT-like
1220,BSU_05000,546166,546966,-1,Uncharacterized protein YddK (EC 3.2.2.6)
1221,BSU_05040,550240,551259,-1,Uncharacterized protein YddN
1222,BSU_05080,553711,554475,1,UPF0173 protein YddR (EC 3.-.-.-)
1223,BSU_05130,560151,560612,-1,Putative transcription factor YdeB
1224,BSU_05170,563614,564486,-1,Uncharacterized HTH-type transcriptional regulator YdeE
1225,BSU_05180,564713,566101,1,Uncharacterized HTH-type transcriptional regulator YdeF
1226,BSU_05200,567662,568108,1,Uncharacterized membrane protein YdeH
1227,BSU_05210,568345,568938,1,Uncharacterized protein YdeI
1228,BSU_05220,569290,569949,-1,Uncharacterized lipoprotein YdeJ
1229,BSU_05230,570371,571234,-1,Uncharacterized transporter YdeK
1230,BSU_05240,571389,572780,1,Uncharacterized HTH-type transcriptional regulator YdeL
1231,BSU_05250,572974,573399,1,Uncharacterized protein YdeM
1232,BSU_05260,573452,574024,-1,Putative hydrolase YdeN (EC 3.-.-.-)
1233,BSU_05280,574690,575562,1,UPF0750 membrane protein YdeO
1234,BSU_05290,575712,576098,-1,Uncharacterized HTH-type transcriptional regulator YdeP
1235,BSU_05300,576209,576802,1,Uncharacterized NAD(P)H oxidoreductase YdeQ (EC 1.6.99.-)
1236,BSU_05320,578337,578933,1,Uncharacterized HTH-type transcriptional regulator YdeS
1237,BSU_05350,581694,582479,1,Uncharacterized N-acetyltransferase YdfB (EC 2.3.1.-)
1238,BSU_05380,585155,585778,-1,Uncharacterized protein YdfE
1239,BSU_05390,585868,586548,1,Uncharacterized HTH-type transcriptional regulator YdfF
1240,BSU_05400,586628,587071,-1,Uncharacterized protein YdfG
1241,BSU_05430,589717,591891,1,Membrane protein YdfJ
1242,BSU_05450,593407,594096,-1,Uncharacterized membrane protein YdfK
