,Unnamed: 0,exp,ale,flask,isolate,tech_rep,presence,Reference Seq,Position,Mutation Type,Details,Sequence Change,Gene,coding,organism,left,right,tf,snp_per_tf,dist_to_left
3534,591,C321.∆A.earlyfix,14,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,MarA,131.0,3
290,611,C321,1,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,MarA,131.0,3
368,611,C321,2,1,2,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,MarA,131.0,3
450,611,C321,3,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,MarA,131.0,3
526,611,C321,4,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,MarA,131.0,3
597,611,C321,5,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,MarA,131.0,3
673,611,C321,6,1,2,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,MarA,131.0,3
749,611,C321,7,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,MarA,131.0,3
829,611,C321,8,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,MarA,131.0,3
909,611,C321,9,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,MarA,131.0,3
992,611,C321,10,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,MarA,131.0,3
1076,611,C321,11,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,MarA,131.0,3
1162,611,C321,12,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,MarA,131.0,3
1246,611,C321,13,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,MarA,131.0,3
1330,611,C321,14,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,MarA,131.0,3
1395,485,C321.∆A,0,0,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,MarA,131.0,3
1465,485,C321.∆A,1,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,MarA,131.0,3
1543,485,C321.∆A,2,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,MarA,131.0,3
1622,485,C321.∆A,3,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,MarA,131.0,3
1699,485,C321.∆A,4,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,MarA,131.0,3
1772,485,C321.∆A,5,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,MarA,131.0,3
1847,485,C321.∆A,6,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,MarA,131.0,3
1923,485,C321.∆A,7,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,MarA,131.0,3
1997,485,C321.∆A,8,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,MarA,131.0,3
2074,485,C321.∆A,9,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,MarA,131.0,3
2157,485,C321.∆A,10,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,MarA,131.0,3
2231,485,C321.∆A,11,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,MarA,131.0,3
2302,485,C321.∆A,12,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,MarA,131.0,3
2375,485,C321.∆A,13,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,MarA,131.0,3
2442,591,C321.∆A.earlyfix,0,0,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,MarA,131.0,3
2515,591,C321.∆A.earlyfix,1,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,MarA,131.0,3
2593,591,C321.∆A.earlyfix,2,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,MarA,131.0,3
2675,591,C321.∆A.earlyfix,3,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,MarA,131.0,3
2752,591,C321.∆A.earlyfix,4,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,MarA,131.0,3
2831,591,C321.∆A.earlyfix,5,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,MarA,131.0,3
2906,591,C321.∆A.earlyfix,6,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,MarA,131.0,3
2981,591,C321.∆A.earlyfix,7,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,MarA,131.0,3
3054,591,C321.∆A.earlyfix,8,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,MarA,131.0,3
3133,591,C321.∆A.earlyfix,9,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,MarA,131.0,3
3211,591,C321.∆A.earlyfix,10,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,MarA,131.0,3
3289,591,C321.∆A.earlyfix,11,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,MarA,131.0,3
3367,591,C321.∆A.earlyfix,12,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,MarA,131.0,3
3451,591,C321.∆A.earlyfix,13,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,MarA,131.0,3
3534,591,C321.∆A.earlyfix,14,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,MarA,131.0,3
290,611,C321,1,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,Rob,87.0,3
368,611,C321,2,1,2,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,Rob,87.0,3
450,611,C321,3,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,Rob,87.0,3
526,611,C321,4,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,Rob,87.0,3
597,611,C321,5,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,Rob,87.0,3
673,611,C321,6,1,2,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,Rob,87.0,3
749,611,C321,7,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,Rob,87.0,3
829,611,C321,8,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,Rob,87.0,3
909,611,C321,9,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,Rob,87.0,3
992,611,C321,10,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,Rob,87.0,3
1076,611,C321,11,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,Rob,87.0,3
1162,611,C321,12,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,Rob,87.0,3
1246,611,C321,13,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,Rob,87.0,3
1330,611,C321,14,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,Rob,87.0,3
1395,485,C321.∆A,0,0,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,Rob,87.0,3
1465,485,C321.∆A,1,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,Rob,87.0,3
1543,485,C321.∆A,2,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,Rob,87.0,3
1622,485,C321.∆A,3,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,Rob,87.0,3
1699,485,C321.∆A,4,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,Rob,87.0,3
1772,485,C321.∆A,5,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,Rob,87.0,3
1847,485,C321.∆A,6,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,Rob,87.0,3
1923,485,C321.∆A,7,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,Rob,87.0,3
1997,485,C321.∆A,8,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,Rob,87.0,3
2074,485,C321.∆A,9,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,Rob,87.0,3
2157,485,C321.∆A,10,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,Rob,87.0,3
2231,485,C321.∆A,11,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,Rob,87.0,3
2302,485,C321.∆A,12,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,Rob,87.0,3
2375,485,C321.∆A,13,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,Rob,87.0,3
2442,591,C321.∆A.earlyfix,0,0,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,Rob,87.0,3
2515,591,C321.∆A.earlyfix,1,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,Rob,87.0,3
2593,591,C321.∆A.earlyfix,2,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,Rob,87.0,3
2675,591,C321.∆A.earlyfix,3,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,Rob,87.0,3
2752,591,C321.∆A.earlyfix,4,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,Rob,87.0,3
2831,591,C321.∆A.earlyfix,5,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,Rob,87.0,3
2906,591,C321.∆A.earlyfix,6,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,Rob,87.0,3
2981,591,C321.∆A.earlyfix,7,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,Rob,87.0,3
3054,591,C321.∆A.earlyfix,8,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,Rob,87.0,3
3133,591,C321.∆A.earlyfix,9,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,Rob,87.0,3
3211,591,C321.∆A.earlyfix,10,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,Rob,87.0,3
3289,591,C321.∆A.earlyfix,11,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,Rob,87.0,3
3367,591,C321.∆A.earlyfix,12,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,Rob,87.0,3
3451,591,C321.∆A.earlyfix,13,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,Rob,87.0,3
3534,591,C321.∆A.earlyfix,14,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,Rob,87.0,3
290,611,C321,1,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,SoxS,131.0,3
368,611,C321,2,1,2,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,SoxS,131.0,3
450,611,C321,3,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,SoxS,131.0,3
526,611,C321,4,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,SoxS,131.0,3
597,611,C321,5,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,SoxS,131.0,3
673,611,C321,6,1,2,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,SoxS,131.0,3
749,611,C321,7,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,SoxS,131.0,3
829,611,C321,8,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,SoxS,131.0,3
909,611,C321,9,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,SoxS,131.0,3
992,611,C321,10,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,SoxS,131.0,3
1076,611,C321,11,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,SoxS,131.0,3
1162,611,C321,12,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,SoxS,131.0,3
1246,611,C321,13,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,SoxS,131.0,3
1330,611,C321,14,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,SoxS,131.0,3
1395,485,C321.∆A,0,0,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,SoxS,131.0,3
1465,485,C321.∆A,1,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,SoxS,131.0,3
1543,485,C321.∆A,2,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,SoxS,131.0,3
1622,485,C321.∆A,3,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,SoxS,131.0,3
1699,485,C321.∆A,4,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,SoxS,131.0,3
1772,485,C321.∆A,5,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,SoxS,131.0,3
1847,485,C321.∆A,6,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,SoxS,131.0,3
1923,485,C321.∆A,7,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,SoxS,131.0,3
1997,485,C321.∆A,8,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,SoxS,131.0,3
2074,485,C321.∆A,9,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,SoxS,131.0,3
2157,485,C321.∆A,10,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,SoxS,131.0,3
2231,485,C321.∆A,11,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,SoxS,131.0,3
2302,485,C321.∆A,12,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,SoxS,131.0,3
2375,485,C321.∆A,13,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,SoxS,131.0,3
2442,591,C321.∆A.earlyfix,0,0,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,SoxS,131.0,3
2515,591,C321.∆A.earlyfix,1,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,SoxS,131.0,3
2593,591,C321.∆A.earlyfix,2,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,SoxS,131.0,3
2675,591,C321.∆A.earlyfix,3,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,SoxS,131.0,3
2752,591,C321.∆A.earlyfix,4,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,SoxS,131.0,3
2831,591,C321.∆A.earlyfix,5,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,SoxS,131.0,3
2906,591,C321.∆A.earlyfix,6,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,SoxS,131.0,3
2981,591,C321.∆A.earlyfix,7,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,SoxS,131.0,3
3054,591,C321.∆A.earlyfix,8,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,SoxS,131.0,3
3133,591,C321.∆A.earlyfix,9,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,SoxS,131.0,3
3211,591,C321.∆A.earlyfix,10,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,SoxS,131.0,3
3289,591,C321.∆A.earlyfix,11,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,SoxS,131.0,3
3367,591,C321.∆A.earlyfix,12,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,SoxS,131.0,3
3451,591,C321.∆A.earlyfix,13,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,SoxS,131.0,3
3534,591,C321.∆A.earlyfix,14,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,SoxS,131.0,3
290,611,C321,1,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,Rob,87.0,3
368,611,C321,2,1,2,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,Rob,87.0,3
450,611,C321,3,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,Rob,87.0,3
526,611,C321,4,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,Rob,87.0,3
597,611,C321,5,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,Rob,87.0,3
673,611,C321,6,1,2,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,Rob,87.0,3
749,611,C321,7,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,Rob,87.0,3
829,611,C321,8,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,Rob,87.0,3
909,611,C321,9,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,Rob,87.0,3
992,611,C321,10,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,Rob,87.0,3
1076,611,C321,11,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,Rob,87.0,3
1162,611,C321,12,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,Rob,87.0,3
1246,611,C321,13,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,Rob,87.0,3
1330,611,C321,14,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,Rob,87.0,3
1395,485,C321.∆A,0,0,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,Rob,87.0,3
1465,485,C321.∆A,1,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,Rob,87.0,3
1543,485,C321.∆A,2,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,Rob,87.0,3
1622,485,C321.∆A,3,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,Rob,87.0,3
1699,485,C321.∆A,4,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,Rob,87.0,3
1772,485,C321.∆A,5,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,Rob,87.0,3
1847,485,C321.∆A,6,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,Rob,87.0,3
1923,485,C321.∆A,7,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,Rob,87.0,3
