",",locus_tag,cog,essential,y-ome,tpm,tpm_ctrl,tpm_all,reg_effect
3409,new_2483514_2483788_c,No COG category,essential,well-annotated,865.6940724,1155.098367,866.5129781,unknown
3410,BSU_23880,No COG category,essential,well-annotated,8535.476993,11554.76261,9009.304363,MifM
3411,BSU_23890,Intracellular trafficking and secretion,essential,well-annotated,3401.344501,3669.073271,3477.054584,MifM
3412,new_2484736_2485656_c,No COG category,essential,well-annotated,897.1381252,895.7175107,797.7539297,unknown
3413,BSU_23900,Function unknown,essential,well-annotated,264.5023222,257.4770439,227.3702991,unknown
3414,BSU_23910,Amino acid transport and metabolism,essential,well-annotated,4190.248883,6561.909585,4408.890711,unknown
3415,BSU_23920,Lipid transport and metabolism,essential,well-annotated,5720.801785,9880.716861,6069.870409,unknown
3416,BSU_23930,Amino acid transport and metabolism,essential,well-annotated,277.8755435,236.2220781,222.7682782,"SpoVT,SigG"
3417,new_2488815_2488968,No COG category,essential,well-annotated,2229.238982,2781.023075,2403.048415,unknown
3418,BSU_23940,Function unknown,essential,well-annotated,270.7451156,224.519976,224.519976,"SpoVT,SigG"
3419,new_2488970_2489605,No COG category,essential,well-annotated,590.4428048,656.1582542,596.157616,unknown
3420,BSU_23950,Function unknown,essential,well-annotated,1632.231288,2652.431908,1794.417649,unknown
3421,BSU_23960,No COG category,essential,well-annotated,4591.89359,14939.04185,7121.917459,YlxR
3422,BSU_23970,Amino acid transport and metabolism,essential,well-annotated,4404.402104,14583.00081,7083.516372,YlxR
3423,new_2491949_2492028_c,No COG category,essential,well-annotated,4378.571415,17402.41611,8238.123278,YlxR
3424,BSU_23980,Amino acid transport and metabolism,essential,well-annotated,6063.55635,26316.86468,12980.425,YlxR
3425,BSU_23990,Function unknown,essential,well-annotated,9481.247012,16402.18052,10437.58264,unknown
3426,BSU_24000,Lipid transport and metabolism,essential,well-annotated,429.2849903,716.6873103,250.4536801,SigB
3427,BSU_24010,Amino acid transport and metabolism,essential,well-annotated,775.7505289,712.4771817,620.3764021,"SigA,SigB,BmrR,Mta"
3428,BSU_24020,Transcription,essential,well-annotated,686.8179907,727.1453677,621.4092902,"SigA,SigB,BmrR,Mta"
3429,BSU_24030,Energy production and conversion,essential,well-annotated,4667.412924,6001.053182,4227.532118,"SigL,BkdR,CodY"
3430,BSU_24040,Energy production and conversion,essential,well-annotated,4435.096072,5270.411892,4127.349803,"SigL,BkdR,CodY"
3431,BSU_24050,Energy production and conversion,essential,well-annotated,5127.834826,5886.522952,4810.262801,"SigL,BkdR,CodY"
3432,BSU_24060,Energy production and conversion,essential,well-annotated,4889.197989,6113.148932,4595.480496,"SigL,BkdR,CodY"
3433,BSU_24070,Energy production and conversion,essential,well-annotated,3884.690635,4438.018604,3779.29128,"SigL,BkdR,CodY"
3434,BSU_24080,Amino acid transport and metabolism,essential,well-annotated,4751.370115,4728.936323,4319.055081,"SigL,BkdR,CodY"
3435,BSU_24090,Energy production and conversion,essential,well-annotated,3194.842757,3274.139327,3004.897365,"SigL,BkdR,CodY"
3436,new_2504707_2504788_c,No COG category,essential,well-annotated,2016.764522,3229.063284,1858.59923,CodY
3437,BSU_24100,Transcription,essential,well-annotated,1406.462607,1898.310141,1296.853681,CodY
3438,BSU_24110,Function unknown,essential,well-annotated,2217.129779,2218.394147,2222.780849,unknown
3439,BSU_24120,Carbohydrate transport and metabolism,essential,well-annotated,883.8038083,583.100197,631.3735442,"SigE,CcpA"
3440,BSU_24130,Function unknown,essential,well-annotated,328.4752857,175.2171281,184.0877734,"SigE,CcpA"
3441,BSU_24140,Energy production and conversion,essential,well-annotated,286.5596584,158.7155861,165.6162013,"SigE,CcpA"
3442,BSU_24150,Lipid transport and metabolism,essential,well-annotated,280.3081266,136.7123722,157.3899924,"SigE,CcpA"
3443,BSU_24160,Lipid transport and metabolism,essential,well-annotated,248.2348651,120.4007025,147.8817284,"SigE,CcpA"
3444,BSU_24170,No COG category,essential,well-annotated,275.9687001,126.0366934,154.1028785,"SigE,CcpA"
3445,BSU_24180,Energy production and conversion,essential,well-annotated,824.9527137,1103.2928,805.3655772,SigA
3446,BSU_24190,Cell wall/membrane/envelope biogenesis,essential,well-annotated,306.3647385,295.7839582,288.2346563,SigA
3447,BSU_24200,No COG category,essential,well-annotated,345.7707819,358.6169827,323.3829935,SigA
3448,new_2516201_2516406,No COG category,essential,well-annotated,651.747165,821.2057962,576.2695581,unknown
3449,BSU_24210,Energy production and conversion,essential,well-annotated,1127.425106,1112.199594,978.6844723,unknown
3450,new_2517585_2517755_c,No COG category,essential,well-annotated,902.6020498,744.5887456,808.2176234,unknown
3451,new_2517757_2517885_c,No COG category,essential,well-annotated,482.8564727,371.0320492,396.2041002,unknown
3452,BSU_24220,Transcription,essential,well-annotated,7891.79316,10692.41413,7984.852265,"Spo0A,SigA,SigH"
3453,new_2518877_2519029_c,No COG category,essential,well-annotated,7602.991048,15321.81939,8785.142668,"Spo0A,SigA,SigH"
3454,BSU_24230,Cell wall/membrane/envelope biogenesis,essential,well-annotated,406.425628,256.4973304,216.9772539,"SpoVT,SigG,SigF"
3455,BSU_24240,"Replication, recombination and repair",essential,well-annotated,2505.775525,3754.747039,2502.801421,stringent response
3456,BSU_24250,Transcription,essential,well-annotated,2503.598655,4096,2529.085333,stringent response
3457,new_2522774_2522859_c,No COG category,essential,well-annotated,2908.327818,4888.580858,2950.30829,stringent response
3458,BSU_24260,"Translation, ribosomal structure and biogenesis",essential,well-annotated,5139.053248,8388.516623,5581.162744,stringent response
3459,BSU_24270,Coenzyme transport and metabolism,essential,well-annotated,7601.601372,15239.20477,8114.294785,stringent response
3460,new_2525615_2525743_c,No COG category,essential,well-annotated,8027.1788,15857.74488,8607.926238,stringent response
3461,BSU_24280,Coenzyme transport and metabolism,essential,well-annotated,2398.35872,5108.556578,2692.629469,unknown
3462,BSU_24290,"Replication, recombination and repair",essential,well-annotated,2614.925731,5822.003535,2868.935862,unknown
3463,BSU_24300,"Replication, recombination and repair",essential,well-annotated,1784.34734,4005.315019,2015.469171,unknown
3464,new_2528267_2528403_c,No COG category,essential,well-annotated,3313.506727,8752.018061,3928.328875,"PurR,stringent response"
3465,BSU_24310,Nucleotide transport and metabolism,essential,well-annotated,6973.379592,14578.95811,8099.403804,"PurR,stringent response"
3466,BSU_24320,Transcription,essential,well-annotated,10641.56961,22772.42011,12552.17717,"PurR,stringent response"
3467,new_2529726_2529888_c,No COG category,essential,well-annotated,8852.725148,15683.93557,9826.759279,unknown
3468,BSU_24330,Function unknown,essential,well-annotated,17072.82076,25480.39461,18178.5562,unknown
3469,BSU_24340,Lipid transport and metabolism,essential,well-annotated,18382.06824,35100.40363,21053.90174,unknown
3470,BSU_24350,Lipid transport and metabolism,essential,well-annotated,17535.66128,39407.97507,21854.60981,unknown
3471,BSU_24360,Function unknown,essential,well-annotated,497.018561,241.4699747,241.4699747,"SigE,SpoIIID"
3472,BSU_24370,Function unknown,essential,well-annotated,340.1224862,175.0471788,188.5560982,"SigE,SpoIIID"
3473,BSU_24380,Function unknown,essential,well-annotated,336.832972,171.99228,184.8421545,"SigE,SpoIIID"
3474,BSU_24390,Function unknown,essential,well-annotated,231.1070035,138.36162,154.2685322,"SigE,SpoIIID"
3475,BSU_24400,Function unknown,essential,well-annotated,261.6849939,140.2541841,166.6468226,"SigE,SpoIIID"
3476,BSU_24410,Function unknown,essential,well-annotated,266.6535354,148.4157099,169.8126353,"SigE,SpoIIID"
3477,BSU_24420,Function unknown,essential,well-annotated,270.9625514,132.3119906,165.6162013,"SigE,SpoIIID"
3478,BSU_24430,Function unknown,essential,well-annotated,309.6519274,160.2299467,179.0228586,"SigE,SpoIIID"
3479,new_2537614_2537688_c,No COG category,essential,well-annotated,281.1684975,151.1042051,175.2535672,"SigE,SpoIIID"
3480,BSU_24440,Function unknown,essential,well-annotated,248.2120257,139.2950325,157.6247203,"SigE,SpoIIID"
3481,BSU_24450,"Translation, ribosomal structure and biogenesis",essential,well-annotated,16379.08406,27246.81545,17436.22373,unknown
3482,BSU_24460,Amino acid transport and metabolism,essential,well-annotated,10061.6561,17223.61075,10999.11632,unknown
3483,BSU_24470,Amino acid transport and metabolism,essential,well-annotated,8318.669211,14905.94272,8958.242468,unknown
3484,BSU_24480,Function unknown,essential,well-annotated,251.2448831,167.3239325,182.0322172,unknown
3485,BSU_24490,Function unknown,essential,well-annotated,3713.920325,3803.468654,3463.704166,"SigB,SigF"
3486,BSU_24500,Function unknown,essential,well-annotated,4891.887114,5015.924787,4406.44658,"SigB,SigF"
3487,BSU_24510,Function unknown,essential,well-annotated,367.5163491,281.6773989,258.3888489,unknown
3488,BSU_24520,Transcription,essential,well-annotated,9208.129095,14555.73429,10232.70536,unknown
3489,BSU_24530,Coenzyme transport and metabolism,essential,well-annotated,3480.300093,7787.799357,4212.613962,unknown
3490,new_2544841_2545385_c,No COG category,essential,well-annotated,474.1410668,756.0301714,476.2416541,Gly-box
3491,new_2544915_2544994,No COG category,essential,well-annotated,7542.877204,13887.50682,9432.993773,unknown
3492,BSU_24540,Inorganic ion transport and metabolism,essential,well-annotated,3767.712635,7316.814662,4440.634145,unknown
3493,BSU_24550,Amino acid transport and metabolism,essential,well-annotated,2939.323675,5810.312323,3353.379393,Gly-box
3494,BSU_24560,Amino acid transport and metabolism,essential,well-annotated,3054.868747,5765.779701,3463.224028,Gly-box
3495,BSU_24570,Amino acid transport and metabolism,essential,well-annotated,4377.318187,7607.991927,4789.468999,Gly-box
3496,BSU__misc_RNA_38,No COG category,essential,well-annotated,7050.777307,10200.83762,7230.351152,unknown
3497,new_2549607_2549677_c,No COG category,essential,well-annotated,4532.50892,7254.698787,5564.745527,unknown
3498,new_2549645_2549774,No COG category,essential,well-annotated,246.6716809,153.5431137,164.2671284,SigF
3499,BSU_24580,"Replication, recombination and repair",essential,well-annotated,247.9023079,158.8586678,167.3007381,SigF
3500,BSU_24590,Function unknown,essential,well-annotated,896.5712671,1074.388461,808.4977788,SigF
3501,new_2552307_2552445,No COG category,essential,well-annotated,2393.783612,2122.722401,2059.816351,"Spo0A,SigA,SinR,AbrB,ScoC"
3502,BSU_24600,Function unknown,essential,well-annotated,1649.634945,1371.938409,1372.842114,"Spo0A,SigA,SinR,AbrB,ScoC"
3503,BSU_24610,Transcription,essential,well-annotated,4432.065488,4783.994448,4379.650407,"Spo0A,SigA,SinR,AbrB,ScoC"
3504,BSU_24620,Function unknown,essential,well-annotated,2869.111455,7759.77981,2897.313334,"SigA,SinR,RemA,AbrB,LutR"
3505,BSU_24630,Intracellular trafficking and secretion,essential,well-annotated,713.5646943,1630.27542,639.4554315,"SigA,SinR,RemA,AbrB,LutR"
3506,BSU_24640,Function unknown,essential,well-annotated,613.5723441,1424.756837,580.0365493,"SigA,SinR,RemA,AbrB,LutR"
3507,BSU_24650,Function unknown,essential,well-annotated,477.0145537,280.5278122,273.8420144,"SigF,AbrB"
3508,new_2555662_2555886_c,No COG category,essential,well-annotated,875.5295045,741.7041341,741.5499171,"ComK,SigA,SigF"
3509,BSU_24660,Function unknown,essential,well-annotated,1477.487277,1805.521644,1041.754777,"ComK,SigA,SigF"
3510,BSU_24670,No COG category,essential,well-annotated,1280.083474,1422.092901,972.3285009,"ComK,SigA,SigF"
3511,BSU_24680,No COG category,essential,well-annotated,1205.052392,1299.553218,946.264702,"ComK,SigA,SigF"
3512,BSU_24690,Intracellular trafficking and secretion,essential,well-annotated,1367.862394,1357.936215,1050.237573,"ComK,SigA,SigF"
3513,BSU_24700,No COG category,essential,well-annotated,1473.042888,1496.835537,1150.543648,"ComK,SigA,SigF"
3514,BSU_24710,Intracellular trafficking and secretion,essential,well-annotated,1323.265621,1373.936869,1036.496838,"ComK,SigA,SigF"
3515,BSU_24720,Cell motility,essential,well-annotated,1418.405662,1318.33381,1126.319176,"ComK,SigA,SigF"
3516,BSU_24730,Cell motility,essential,well-annotated,1500.548447,1538.597336,1193.266028,"ComK,SigA,SigF"
3517,new_2560260_2560488_c,No COG category,essential,well-annotated,275.2122519,383.8237036,214.9265648,"SigB,LexA"
3518,BSU_24740,Inorganic ion transport and metabolism,essential,well-annotated,338.6951062,653.752161,255.1496761,"SigB,LexA"
3519,BSU_24750,No COG category,essential,well-annotated,312.6565759,710.5537616,232.3088008,"SigB,LexA"
3520,new_2562914_2563888,No COG category,essential,well-annotated,232.8049563,272.8378521,187.4029691,"SigB,LexA"
3521,BSU_24760,Signal transduction,essential,well-annotated,595.8194429,2539.625406,548.8621336,SigB
3522,new_2563803_2563987_c,No COG category,essential,well-annotated,751.9205016,3299.656203,695.786077,"SigB,MgsR"
3523,BSU_24770,Inorganic ion transport and metabolism,essential,well-annotated,4723.044151,35305.36961,3676.201168,"SigB,MgsR"
3524,BSU_24780,Function unknown,essential,well-annotated,9253.410417,10923.13987,9878.662437,unknown
3525,new_2564914_2565669,No COG category,essential,well-annotated,373.5056535,236.205705,266.7880063,unknown
3526,BSU_24790,Function unknown,essential,well-annotated,3090.65537,5866.563755,3721.452226,unknown
3527,BSU_24800,Function unknown,essential,well-annotated,11870.0418,13121.09043,12591.39057,unknown
3528,BSU_24810,Function unknown,essential,well-annotated,4596.529645,7583.772651,4821.612518,unknown
3529,new_2565921_2566988,No COG category,essential,well-annotated,327.4093293,180.4305722,271.5266512,unknown
3530,BSU_24820,Function unknown,essential,well-annotated,3884.711583,5696.65768,4126.205617,unknown
3531,BSU_24830,Amino acid transport and metabolism,essential,well-annotated,2398.007108,3883.656801,2441.327284,unknown
3532,BSU_24840,No COG category,essential,well-annotated,10383.08665,16234.77759,11231.00958,unknown
3533,new_2569624_2570653,No COG category,essential,well-annotated,220.4542615,199.7982311,174.7683342,unknown
3534,new_2570490_2570556_c,No COG category,essential,well-annotated,13831.06732,23552.62108,16871.49269,unknown
3535,BSU_24850,Carbohydrate transport and metabolism,essential,well-annotated,3314.705932,4457.441041,3506.21804,unknown
3536,BSU_24860,No COG category,essential,well-annotated,3759.579601,4952.015106,4015.878762,unknown
3537,new_2571798_2571906_c,No COG category,essential,well-annotated,2077.780371,2691.883017,2103.89939,unknown
3538,BSU_24870,"Post-translational modification, protein turnover, and chaperones",essential,well-annotated,1875.136675,2727.001919,2060.887446,unknown
3539,BSU_24880,No COG category,essential,well-annotated,1932.938921,2093.498255,1768.487124,unknown
3540,BSU_24890,Coenzyme transport and metabolism,essential,well-annotated,1311.250983,2427.406482,1373.413182,unknown
3541,new_2574324_2574407_c,No COG category,essential,well-annotated,1587.62648,2808.725656,1718.161578,unknown
3542,BSU_24900,"Translation, ribosomal structure and biogenesis",essential,well-annotated,6466.083574,3796.357129,6664.357136,unknown
3543,BSU_24910,Cell wall/membrane/envelope biogenesis,essential,well-annotated,415.262239,510.9364321,416.6522613,unknown
3544,BSU_24920,No COG category,essential,well-annotated,454.7121976,649.5964779,466.0367775,unknown
3545,new_2576155_2576328,No COG category,essential,well-annotated,1583.96196,2724.356903,1469.184637,Spo0A
3546,BSU_24930,Function unknown,essential,well-annotated,9796.688334,19504.23779,10851.8245,Spo0A
3547,BSU_24940,Function unknown,essential,well-annotated,4141.341976,6333.116925,4328.945733,Spo0A
3548,BSU_24950,Inorganic ion transport and metabolism,essential,well-annotated,317.4016513,180.0308079,221.0455683,"SigA,PhoP"
3549,BSU_24960,No COG category,essential,well-annotated,322.2455894,178.9732298,225.4947446,"SigA,PhoP"
3550,BSU_24970,Inorganic ion transport and metabolism,essential,well-annotated,250.3665326,139.8852464,183.6544445,"SigA,PhoP"
3551,BSU_24980,Inorganic ion transport and metabolism,essential,well-annotated,225.7002424,135.1108759,169.683209,"SigA,PhoP"
3552,BSU_24990,Inorganic ion transport and metabolism,essential,well-annotated,309.2635111,143.38994,214.1978219,"SigA,PhoP"
3553,BSU_25000,Cell wall/membrane/envelope biogenesis,essential,well-annotated,5770.226577,9106.620193,6055.582385,unknown
3554,BSU_25010,Amino acid transport and metabolism,essential,well-annotated,270.5030367,185.5160246,193.6019938,unknown
3555,BSU_25020,Inorganic ion transport and metabolism,essential,well-annotated,51077.2946,84683.89461,57453.21477,SigB
3556,new_2586107_2586175_c,No COG category,essential,well-annotated,7000.11038,15984.65515,6243.329965,SigB
3557,BSU_25030,Function unknown,essential,well-annotated,2509.109379,3985.099416,2683.871716,unknown
3558,new_2586704_2586996_c,No COG category,essential,well-annotated,2244.531065,3481.757478,2271.059833,unknown
3559,BSU_25040,Function unknown,essential,well-annotated,1416.228779,2356.941115,1503.698904,unknown
3560,new_2586998_2587934_c,No COG category,essential,well-annotated,2904.445298,5286.510381,3144.576461,unknown
3561,new_2587581_2588011,No COG category,essential,well-annotated,2068.423516,3164.145002,2251.623663,unknown
3562,BSU_25050,No COG category,essential,well-annotated,37969.88567,80667.50419,46927.63062,unknown
3563,BSU_25060,No COG category,essential,well-annotated,411.296927,440.195321,367.6017947,"SigE,SpoIIID"
3564,new_2589046_2589122,No COG category,essential,well-annotated,6604.120103,15886.3492,7972.408946,"SigE,SpoIIID"
3565,BSU_25070,Lipid transport and metabolism,essential,well-annotated,7406.849691,12455.54044,7888.580476,"SigE,SpoIIID"
3566,BSU_25080,Function unknown,essential,well-annotated,601.6518524,880.573733,293.8222827,SigG
3567,BSU_25090,Function unknown,essential,well-annotated,4679.873022,6917.811559,4686.583732,unknown
3568,BSU_25100,Inorganic ion transport and metabolism,essential,well-annotated,2636.521845,3245.218719,2574.363391,unknown
3569,new_2591428_2592036,No COG category,essential,well-annotated,638.99617,720.3728507,663.7517733,unknown
3570,new_2591866_2591960_c,No COG category,essential,well-annotated,2622.381826,4246.916417,2685.081196,unknown
3571,BSU_25110,No COG category,essential,well-annotated,2114.673426,3940.6011,2291.854911,unknown
3572,new_2592930_2593257_c,No COG category,essential,well-annotated,1011.832391,2347.972832,1142.437876,unknown
3573,BSU_25120,Function unknown,essential,well-annotated,580.4303433,1478.890991,253.1414593,unknown
3574,BSU_25130,"Replication, recombination and repair",essential,well-annotated,5676.632652,9709.625926,6154.815948,unknown
3575,new_2593286_2594087,No COG category,essential,well-annotated,207.7968529,126.7726745,168.797532,unknown
3576,BSU_25140,"Translation, ribosomal structure and biogenesis",essential,well-annotated,4078.739471,6450.968246,4229.87701,unknown
3577,BSU_25150,Function unknown,essential,well-annotated,317.6761505,1093.09267,170.7805657,SigK
3578,new_2596439_2596534,No COG category,essential,well-annotated,2957.202397,4379.346843,3115.396342,SigK
3579,BSU_25160,Lipid transport and metabolism,essential,well-annotated,2842.488651,4408.890711,2930.741483,unknown
3580,BSU_25170,Function unknown,essential,well-annotated,2423.048616,2882.490225,2536.107176,unknown
3581,BSU_25180,Function unknown,essential,well-annotated,3610.565505,5368.487612,3975.443222,unknown
3582,new_2599267_2599375_c,No COG category,essential,well-annotated,4174.588851,7215.581749,4685.054126,unknown
3583,new_2599377_2599490_c,No COG category,essential,well-annotated,842.642905,787.3165528,801.1341322,"SigA,CcpA,AbrB"
3584,BSU_25190,Energy production and conversion,essential,well-annotated,3284.374751,2308.275965,2836.900823,"SigA,CcpA,AbrB"
3585,new_2599926_2600047_c,No COG category,essential,well-annotated,2985.330697,1245.5783,2408.551405,"SigA,CcpA,AbrB"
3586,new_2600049_2600188_c,No COG category,essential,well-annotated,1750.068651,1050.82011,1604.49102,"Spo0A,SigA,SigD,SigH"
3587,new_2600050_2600154,No COG category,essential,well-annotated,1604.126787,752.9968398,1322.910733,unknown
3588,new_2600156_2602305,No COG category,essential,well-annotated,753.4006935,364.7337771,713.5397541,unknown
3589,BSU_25200,Transcription,essential,well-annotated,11438.02442,15734.02325,11990.4651,"Spo0A,SigA,SigD,SigH"
3590,new_2601330_2601527_c,No COG category,essential,well-annotated,21613.21282,34698.84449,22533.75309,"Spo0A,SigA"
3591,BSU_25210,"Replication, recombination and repair",essential,well-annotated,16546.63654,26053.68826,17159.85807,"Spo0A,SigA,SigH"
3592,BSU_25220,No COG category,essential,well-annotated,279.1951468,202.8121116,246.142505,"SigA,AbrB"
3593,BSU_25230,Function unknown,essential,well-annotated,17845.82898,26802.87242,18491.18421,"Spo0A,SigA,SigH"
3594,new_2603868_2603981_c,No COG category,essential,well-annotated,17378.53449,28110.08119,18045.48127,"Spo0A,SigA,SigH"
3595,new_2603983_2604060_c,No COG category,essential,well-annotated,6943.010818,10124.75937,7599.295695,"Spo0A,SigA,SigH"
3596,BSU_25240,Function unknown,essential,well-annotated,3215.973119,5275.528814,3421.468619,unknown
3597,BSU_25250,Transcription,essential,well-annotated,5121.77306,9304.416737,5607.531095,unknown
3598,new_2605598_2605729_c,No COG category,essential,well-annotated,3654.850277,5106.43243,4187.576991,unknown
3599,BSU_25260,"Translation, ribosomal structure and biogenesis",essential,well-annotated,5374.86791,10216.40498,6478.077444,T-box
3600,BSU_25270,"Translation, ribosomal structure and biogenesis",essential,well-annotated,5724.976106,11669.0541,6689.116701,T-box
3601,BSU__misc_RNA_39,No COG category,essential,well-annotated,30750.17465,69773.90703,33074.91893,unknown
3602,new_2608912_2610324,No COG category,essential,well-annotated,248.2370446,139.2950325,210.7370254,unknown
3603,BSU_25280,"Replication, recombination and repair",essential,well-annotated,14179.7534,17518.60163,14142.01427,"SigA,SigB"
3604,BSU_25289,Function unknown,essential,well-annotated,13346.8309,14573.9063,13244.44712,"SigA,SigB"
3605,new_2609894_2610040_c,No COG category,essential,well-annotated,12516.87345,14564.81746,12636.41848,"SigA,SigB"
3606,BSU_25290,Function unknown,essential,well-annotated,12042.14091,15125.55018,12322.01008,"SigA,SigB"
3607,BSU_25300,Nucleotide transport and metabolism,essential,well-annotated,17056.87365,23031.16868,17042.17097,"SigA,SigB"
3608,new_2611388_2611455_c,No COG category,essential,well-annotated,7852.796054,15100.40894,8826.342403,unknown
3609,BSU_25310,Cell wall/membrane/envelope biogenesis,essential,well-annotated,3499.450242,4166.730282,3695.105909,unknown
3610,BSU_25320,Function unknown,essential,well-annotated,4712.920507,7154.325288,5016.62019,unknown
3611,BSU_25330,Function unknown,essential,well-annotated,3684.812041,5760.187267,3956.200971,unknown
3612,BSU_25340,Signal transduction,essential,well-annotated,8567.670963,10528.41032,8665.396209,unknown
3613,BSU_25350,Function unknown,essential,well-annotated,682.477207,783.3428132,542.8839417,"SigE,SpoIIID"
3614,BSU_25360,Function unknown,essential,well-annotated,613.7817293,662.6944377,484.6837823,"SigE,SpoIIID"
3615,BSU_25370,Function unknown,essential,well-annotated,18243.51553,38018.13128,18788.34018,SigW
3616,BSU_25380,Function unknown,essential,well-annotated,13617.02722,25476.86252,14067.22363,SigW
3617,BSU_25390,"Post-translational modification, protein turnover, and chaperones",essential,well-annotated,10957.20595,20322.63709,10948.9128,SigW
3618,BSU_25400,Function unknown,essential,well-annotated,70842.37591,90868.96335,78867.86674,unknown
3619,BSU_25410,"Translation, ribosomal structure and biogenesis",essential,well-annotated,72681.16564,89997.66808,79111.51063,unknown
3620,BSU_25420,Inorganic ion transport and metabolism,essential,well-annotated,209.6981957,159.0900723,172.5236101,unknown
3621,BSU_25430,"Translation, ribosomal structure and biogenesis",essential,well-annotated,5951.413104,11744.51893,6658.123889,"HrcA,SigA"
3622,BSU_25440,"Translation, ribosomal structure and biogenesis",essential,well-annotated,6057.169559,14112.63734,7065.862698,"HrcA,SigA"
3623,BSU_25450,"Translation, ribosomal structure and biogenesis",essential,well-annotated,7265.712934,16206.66923,8730.811267,"HrcA,SigA"
3624,BSU_25460,"Post-translational modification, protein turnover, and chaperones",essential,well-annotated,7076.592451,17002.98,8696.384419,"HrcA,SigA"
3625,new_2625913_2626090_c,No COG category,essential,well-annotated,7664.817816,12813.70445,7923.378466,"GerE,SigK,HrcA,SigA"
3626,BSU_25470,"Post-translational modification, protein turnover, and chaperones",essential,well-annotated,22656.01029,40710.12413,25195.87607,"HrcA,SigA"
3627,BSU_25480,"Post-translational modification, protein turnover, and chaperones",essential,well-annotated,20481.13293,47390.16291,24373.06388,"HrcA,SigA"
3628,new_2628535_2628605_c,No COG category,essential,well-annotated,25036.54181,45095.62953,27367.95468,"HrcA,SigA"
3629,BSU_25490,Transcription,essential,well-annotated,11310.06946,16886.7023,10983.11755,"HrcA,SigA"
3630,BSU_25500,Coenzyme transport and metabolism,essential,well-annotated,2023.492228,3139.24084,2059.744964,SigA
3631,BSU_25510,Cell wall/membrane/envelope biogenesis,essential,well-annotated,6477.281821,11523.5691,7564.872228,SigA
3632,BSU_25520,Function unknown,essential,well-annotated,398.5047403,250.4710408,258.2635083,"SigE,SigF"
3633,BSU_25530,Cell wall/membrane/envelope biogenesis,essential,well-annotated,370.0478646,238.3767963,233.7139438,"SpoVT,SigE,SigG,SigF"
3634,BSU_25540,Energy production and conversion,essential,well-annotated,335.7329596,223.6036612,228.7693554,"SpoVT,SigG,SigF"
3635,new_2635740_2635814,No COG category,essential,well-annotated,34919.87453,67411.16791,40615.70314,unknown
3636,BSU_25550,"Translation, ribosomal structure and biogenesis",essential,well-annotated,15176.45726,20892.53598,16659.41361,unknown
3637,BSU_25560,"Replication, recombination and repair",essential,well-annotated,2348.094198,3049.590892,2432.543687,unknown
3638,new_2637203_2637542_c,No COG category,essential,well-annotated,629.7899694,740.1121037,453.8903482,unknown
3639,BSU_25569,Function unknown,essential,well-annotated,7029.498119,8031.757523,7442.904451,unknown
3640,BSU_25570,Function unknown,essential,well-annotated,520.1513263,329.0584364,418.7223163,"ComK,SigA"
3641,BSU_25580,Nucleotide transport and metabolism,essential,well-annotated,2127.696439,2194.535663,2041.197409,"ComK,SigA"
3642,BSU_25590,"Replication, recombination and repair",essential,well-annotated,772.3334615,612.0051572,542.4701712,"ComK,SigA"
3643,new_2641195_2642042_c,No COG category,essential,well-annotated,609.1198487,430.0617463,430.0617463,"ComK,SigA"
3644,BSU_25600,Amino acid transport and metabolism,essential,well-annotated,457.1342421,214.956362,192.6448756,unknown
3645,new_2642036_2642116,No COG category,essential,well-annotated,450.3181084,184.5285199,188.1448514,unknown
3646,BSU_25610,"Secondary metabolite biosynthesis, transport, and catabolism",essential,well-annotated,3048.79629,4494.671616,3270.736906,unknown
3647,BSU_25620,"Translation, ribosomal structure and biogenesis",essential,well-annotated,5245.365804,8662.693752,5637.735193,unknown
3648,BSU_25630,Coenzyme transport and metabolism,essential,well-annotated,7094.684317,13433.98777,7729.717643,unknown
3649,BSU_25640,Coenzyme transport and metabolism,essential,well-annotated,7413.054259,13398.64975,8146.417284,unknown
3650,BSU_25650,"Translation, ribosomal structure and biogenesis",essential,well-annotated,9699.624651,20374.82433,10538.63211,unknown
3651,BSU_25660,Amino acid transport and metabolism,essential,well-annotated,5253.116103,9283.15827,5752.805585,unknown
3652,BSU_25670,Function unknown,essential,well-annotated,3796.294682,6622.682592,4183.660304,unknown
3653,BSU_25680,Function unknown,essential,well-annotated,4459.719843,10074.35602,4907.933548,unknown
3654,new_2647113_2647674_c,No COG category,essential,well-annotated,3964.63311,7504.290697,4277.79016,unknown
3655,new_2647355_2647455,No COG category,essential,well-annotated,7592.777433,13906.77235,8902.531994,unknown
3656,BSU_25690,Function unknown,essential,well-annotated,6729.600996,12768.48733,7666.753075,"SigA,DnaA,LexA"
3657,new_2647615_2647861,No COG category,essential,well-annotated,7933.2722,17391.5633,9467.383185,unknown
3658,new_2647725_2647872_c,No COG category,essential,well-annotated,744.560217,683.1696149,610.7761849,unknown
3659,new_2647863_2648916,No COG category,essential,well-annotated,2021.524637,3532.319191,2422.028289,unknown
3660,BSU_25700,Amino acid transport and metabolism,essential,well-annotated,708.4889893,822.9152223,664.8107959,unknown
3661,new_2648688_2648796_c,No COG category,essential,well-annotated,272.0844479,461.3762721,213.4123713,unknown
3662,BSU_25710,No COG category,essential,well-annotated,214.4267487,146.4333142,162.9177517,"GerE,SigK"
