TU,Strand,Start,End,Len ,MU Assembly,TSS ,Current Annotation Assembly,Promoter,Start,5'UTR Len
TU-2045,FWD,3836256,3837206,950,MU-1329,3836236,yicL,yicL,3836271,35
TU-2046,FWD,3838031,3838531,500,MU-1330,3838038,yicS,yicS,3838238,200
TU-2047,FWD,3842156,3843556,1400,MU-1331,3841958,ade,ade,3841987,29
TU-2048,FWD,3842156,3843556,1400,MU-1331,3841961,ade,ade,3841987,26
TU-2049,FWD,3842156,3843556,1400,MU-1331,3842137,ade,ade,3841987,-150
TU-2050,FWD,3842156,3843556,1400,MU-1331,3842154,ade,ade,3841987,-167
TU-2051,FWD,3851383,3851683,300,MU-1332,3851354,tisA;tisB,tisA,3851466,112
TU-2052,FWD,3852008,3852958,950,MU-1333,,emrD,emrD,3851945,
TU-2053,FWD,3854458,3854683,225,MU-1334,3854453,yidI,yidI,3854438,-15
TU-2054,FWD,3856958,3857133,175,MU-1335,,NT,,,
TU-2055,FWD,3858276,3859199,923,MU-1336,3858282,yidL,yidL,3858276,-6
TU-2056,FWD,3861922,3862638,716,MU-1337,3861646,yidP,yidP,3861922,276
TU-2057,FWD,3865583,3866558,975,MU-1338,3865466,yidQ,yidQ,3865751,285
TU-2058,FWD,3865583,3866558,975,MU-1338,3865740,yidQ,yidQ,3865751,11
TU-2059,FWD,3865583,3866558,975,MU-1338,3865744,yidQ,yidQ,3865751,7
TU-2060,FWD,3865583,3866558,975,MU-1338,3865754,yidQ,yidQ,3865751,-3
TU-2061,FWD,3867400,3868464,1064,MU-1339,3867376,cbrA,cbrA,3867400,24
TU-2062,FWD,3873368,3874168,800,MU-1340,3873331,yidX,yidX,3873461,130
TU-2063,FWD,3873368,3874168,800,MU-1340,3873461,yidX,yidX,3873461,0
TU-2064,FWD,3882121,3884746,2625,MU-1341;MU-1342,3882073,rpmH;rnpA;yidD;yidC,rpmH,3882359,286
TU-2065,FWD,3882121,3884746,2625,MU-1341;MU-1342,3882139,rpmH;rnpA;yidD;yidC,rpmH,3882359,220
TU-2066,FWD,3882121,3884746,2625,MU-1341;MU-1342,3882227,rpmH;rnpA;yidD;yidC,rpmH,3882359,132
TU-2067,FWD,3882121,3884746,2625,MU-1341;MU-1342,3882262,rpmH;rnpA;yidD;yidC,rpmH,3882359,97
TU-2068,FWD,3882121,3884746,2625,MU-1341;MU-1342,3882331,rpmH;rnpA;yidD;yidC,rpmH,3882359,28
TU-2069,FWD,3883071,3884746,1675,MU-1342,3883077,yidC,yidC,3883099,22
TU-2070,FWD,3884796,3886171,1375,MU-1343,3884796,mnmE,mnmE,3884851,55
TU-2071,FWD,3886397,3886547,150,MU-1344,3886434,tnaC,tnaC,3886458,24
TU-2072,FWD,3886753,3888168,1415,MU-1345,3886568,tnaA,tnaA,3886753,185
TU-2073,FWD,3888259,3889506,1247,MU-1346,,tnaB,tnaB,3888259,
TU-2074,FWD,3889638,3890813,1175,MU-1347,,mdtL,mdtL,3889638,
TU-2075,FWD,3890747,3891547,800,MU-1348,3890742,yidZ,yidZ,3890788,46
TU-2076,FWD,3891822,3893372,1550,MU-1349,3891852,yieE;yieF,yieE,3891892,40
TU-2077,FWD,3891822,3893372,1550,MU-1349,3891875,yieE;yieF,yieE,3891892,17
TU-2078,FWD,3894722,3895447,725,MU-1350,3894574,yieH,yieH,3894797,223
TU-2079,FWD,3894722,3895447,725,MU-1350,3894698,yieH,yieH,3894797,99
TU-2080,FWD,3895622,3896622,1000,MU-1351,3895504,cbrB;cbrC,cbrB,3895529,25
TU-2081,FWD,3895622,3896622,1000,MU-1351,3895618,cbrB;cbrC,cbrB,3895529,-89
TU-2082,FWD,3902422,3902897,475,MU-1352,3902442,NT,,,
TU-2083,FWD,3920657,3920907,250,MU-1353,3920627,NT,,,
TU-2084,FWD,3925182,3926082,900,MU-1354,3925155,asnA,asnA,3925178,23
TU-2085,FWD,3929132,3931157,2025,MU-1355,3929239,kup,kup,3929339,100
TU-2086,FWD,3931382,3935157,3775,MU-1356,3931345,rbsD;rbsA;rbsC;rbsB,rbsD,3931374,29
TU-2087,FWD,3935182,3936057,875,MU-1357,3935178,rbsK,rbsK,3935317,139
TU-2088,FWD,3935182,3936057,875,MU-1357,3935192,rbsK,rbsK,3935317,125
TU-2089,FWD,3936082,3937107,1025,MU-1358,3936225,rbsR,rbsR,3936250,25
TU-2090,FWD,3939482,3944885,5403,MU-1359,3939656,rrsC;gltU;rrlC;rrfC,rrsC,3939831,175
TU-2091,FWD,3939482,3944885,5403,MU-1359,3939830,rrsC;gltU;rrlC;rrfC,rrsC,3939831,1
TU-2092,FWD,3944910,3944963,53,MU-1360,,aspT,aspT,3944895,
TU-2093,FWD,3944988,3945038,50,MU-1361,,trpT,trpT,3944980,
TU-2094,FWD,3946088,3946438,350,MU-1362,3946073,yifE,yifE,3946109,36
TU-2095,FWD,3946088,3946438,350,MU-1362,3946081,yifE,yifE,3946109,28
TU-2096,FWD,3946088,3946438,350,MU-1362,3946093,yifE,yifE,3946109,16
TU-2097,FWD,3946488,3946713,225,MU-1363,3946474,NT,,,
TU-2098,FWD,3948288,3954886,6598,MU-1364,3948313,ilvL;ilvG;ilvM;ilvE;ilvD;ilvA,ilvL,3948345,32
TU-2099,FWD,3948288,3954886,6598,MU-1364,3948461,ilvL;ilvG;ilvM;ilvE;ilvD;ilvA,ilvL,3948345,-116
TU-2100,FWD,3955961,3957686,1725,MU-1365,3955939,ilvC,ilvC,3955993,54
TU-2101,FWD,3955961,3957686,1725,MU-1365,3955960,ilvC,ilvC,3955993,33
TU-2102,FWD,3955961,3957686,1725,MU-1365,3955969,ilvC,ilvC,3955993,24
TU-2103,FWD,3955961,3957686,1725,MU-1365,3955977,ilvC,ilvC,3955993,16
TU-2104,FWD,3955961,3957686,1725,MU-1365,3955987,ilvC,ilvC,3955993,6
TU-2105,FWD,3958686,3960711,2025,MU-1366,3958673,rep,rep,3958700,27
TU-2106,FWD,3963411,3963686,275,MU-1367,3963396,NT,,,
TU-2107,FWD,3963711,3964236,525,MU-1368,3963673,trxA,trxA,3963784,111
TU-2108,FWD,3963711,3964236,525,MU-1368,3963683,trxA,trxA,3963784,101
TU-2109,FWD,3963711,3964236,525,MU-1368,3963702,trxA,trxA,3963784,82
TU-2110,FWD,3963711,3964236,525,MU-1368,3963714,trxA,trxA,3963784,70
TU-2111,FWD,3963711,3964236,525,MU-1368,3963763,trxA,trxA,3963784,21
TU-2112,FWD,3964261,3965636,1375,MU-1369,3964185,rho,rho,3964440,255
TU-2113,FWD,3964261,3965636,1375,MU-1369,3964218,rho,rho,3964440,222
TU-2114,FWD,3964261,3965636,1375,MU-1369,3964227,rho,rho,3964440,213
TU-2115,FWD,3964261,3965636,1375,MU-1369,3964270,rho,rho,3964440,170
TU-2116,FWD,3965786,3978637,12851,MU-1370;MU-1371;MU-1372,3965913,rfe;wzzE;rffE;rffD;rffG;rffH;rffC;rffA;wzxE;rffT;wzyE;rffM,rfe,3965939,26
TU-2117,FWD,3965786,3978637,12851,MU-1370;MU-1371;MU-1372,3965919,rfe;wzzE;rffE;rffD;rffG;rffH;rffC;rffA;wzxE;rffT;wzyE;rffM,rfe,3965939,20
TU-2118,FWD,3966987,3978637,11650,MU-1371;MU-1372,3966885,wzzE;rffE;rffD;rffG;rffH;rffC;rffA;wzxE;rffT;wzyE;rffM,wzzE,3967054,169
TU-2119,FWD,3966987,3978637,11650,MU-1371;MU-1372,3966887,wzzE;rffE;rffD;rffG;rffH;rffC;rffA;wzxE;rffT;wzyE;rffM,wzzE,3967054,167
TU-2120,FWD,3966987,3978637,11650,MU-1371;MU-1372,3967150,wzzE;rffE;rffD;rffG;rffH;rffC;rffA;wzxE;rffT;wzyE;rffM,wzzE,3967054,-96
TU-2121,FWD,3966987,3978637,11650,MU-1371;MU-1372,3967199,wzzE;rffE;rffD;rffG;rffH;rffC;rffA;wzxE;rffT;wzyE;rffM,wzzE,3967054,-145
TU-2122,FWD,3968312,3978637,10325,MU-1372,3968173,rffE;rffD;rffG;rffH;rffC;rffA;wzxE;rffT;wzyE;rffM,rffE,3968156,-17
TU-2123,FWD,3968312,3978637,10325,MU-1372,3968253,rffE;rffD;rffG;rffH;rffC;rffA;wzxE;rffT;wzyE;rffM,rffE,3968156,-97
TU-2124,FWD,3978862,3980312,1450,MU-1373,3978846,yifK,yifK,3978910,64
TU-2125,FWD,3980337,3980837,500,MU-1374,3980385,argX;hisR;leuT;proM,argX,3980398,13
TU-2126,FWD,3980337,3980837,500,MU-1374,3980398,argX;hisR;leuT;proM,argX,3980398,0
TU-2127,FWD,3980981,3982216,1235,MU-1375,3980943,aslB,aslB,3980981,38
TU-2128,FWD,3984387,3984612,225,MU-1376,3984454,glmZ,glmZ,3984455,1
TU-2129,FWD,3988812,3988912,100,MU-1377,3988860,NT,,,
TU-2130,FWD,3988812,3988912,100,MU-1377,3988889,NT,,,
TU-2131,FWD,3988987,3991765,2778,MU-1378,3988975,cyaA,cyaA,3989176,201
TU-2132,FWD,3988987,3991765,2778,MU-1378,3989022,cyaA,cyaA,3989176,154
TU-2133,FWD,3988987,3991765,2778,MU-1378,3989081,cyaA,cyaA,3989176,95
TU-2134,FWD,3988987,3991765,2778,MU-1378,3989090,cyaA,cyaA,3989176,86
TU-2135,FWD,3992490,3995915,3425,MU-1379,3992514,yifL;dapF;yigA;xerC;yigB,yifL,3992545,31
TU-2136,FWD,3992490,3995915,3425,MU-1379,3992528,yifL;dapF;yigA;xerC;yigB,yifL,3992545,17
TU-2137,FWD,3995965,3998240,2275,MU-1380,3995930,uvrD,uvrD,3996006,76
TU-2138,FWD,3999090,4000390,1300,MU-1381,3999215,corA,corA,3999449,234
TU-2139,FWD,3999090,4000390,1300,MU-1381,3999221,corA,corA,3999449,228
TU-2140,FWD,3999090,4000390,1300,MU-1381,3999296,corA,corA,3999449,153
TU-2141,FWD,3999090,4000390,1300,MU-1381,3999326,corA,corA,3999449,123
TU-2142,FWD,4002865,4003790,925,MU-1382,4002838,pldA,pldA,4002885,47
TU-2143,FWD,4002865,4003790,925,MU-1382,4002852,pldA,pldA,4002885,33
TU-2144,FWD,4003890,4006465,2575,MU-1383,4003859,recQ;rhtC,recQ,4003887,28
TU-2145,FWD,4003890,4006465,2575,MU-1383,4003866,recQ;rhtC,recQ,4003887,21
TU-2146,FWD,4007115,4008965,1850,MU-1384,4007163,pldB;yigL,pldB,4007193,30
TU-2147,FWD,4009115,4009790,675,MU-1385,4008982,yigM,yigM,4009099,117
TU-2148,FWD,4010915,4013515,2600,MU-1386,4010909,metE,metE,4011076,167
TU-2149,FWD,4010915,4013515,2600,MU-1386,4010915,metE,metE,4011076,161
TU-2150,FWD,4010915,4013515,2600,MU-1386,4010921,metE,metE,4011076,155
TU-2151,FWD,4010915,4013515,2600,MU-1386,4010925,metE,metE,4011076,151
TU-2152,FWD,4010915,4013515,2600,MU-1386,4010930,metE,metE,4011076,146
TU-2153,FWD,4010915,4013515,2600,MU-1386,4010939,metE,metE,4011076,137
TU-2154,FWD,4010915,4013515,2600,MU-1386,4010946,metE,metE,4011076,130
TU-2155,FWD,4010915,4013515,2600,MU-1386,4010954,metE,metE,4011076,122
TU-2156,FWD,4010915,4013515,2600,MU-1386,4011033,metE,metE,4011076,43
TU-2157,FWD,4010915,4013515,2600,MU-1386,4011040,metE,metE,4011076,36
TU-2158,FWD,4010915,4013515,2600,MU-1386,4011050,metE,metE,4011076,26
TU-2159,FWD,4010915,4013515,2600,MU-1386,4011057,metE,metE,4011076,19
TU-2160,FWD,4014040,4016465,2425,MU-1387,4014410,udp;rmuC,udp,4014454,44
TU-2161,FWD,4014040,4016465,2425,MU-1387,4014418,udp;rmuC,udp,4014454,36
TU-2162,FWD,4014040,4016465,2425,MU-1387,4014427,udp;rmuC,udp,4014454,27
TU-2163,FWD,4016590,4019940,3350,MU-1388,4016743,ubiE;yigP;ubiB,ubiE,4016878,135
TU-2164,FWD,4019965,4022440,2475,MU-1389,4019890,tatA;tatB;tatC;tatD,tatA,4019968,78
TU-2165,FWD,4019965,4022440,2475,MU-1389,4019932,tatA;tatB;tatC;tatD,tatA,4019968,36
TU-2166,FWD,4019965,4022440,2475,MU-1389,4019999,tatA;tatB;tatC;tatD,tatA,4019968,-31
TU-2167,FWD,4022865,4025690,2825,MU-1390,4022835,ubiD;fre,ubiD,4023011,176
TU-2168,FWD,4022865,4025690,2825,MU-1390,4022995,ubiD;fre,ubiD,4023011,16
TU-2169,FWD,4029117,4033192,4075,MU-1391;MU-1392,4029153,pepQ;yigZ;trkH;hemG,pepQ,4029184,31
TU-2170,FWD,4029117,4033192,4075,MU-1391;MU-1392,4029161,pepQ;yigZ;trkH;hemG,pepQ,4029184,23
TU-2171,FWD,4031142,4033192,2050,MU-1392,4031257,trkH;hemG,trkH,4031168,-89
TU-2172,FWD,4031142,4033192,2050,MU-1392,4031295,trkH;hemG,trkH,4031168,-127
TU-2173,FWD,4033217,4038670,5453,MU-1393,4033095,rrsA;ileT;alaT;rrlA;rrfA,rrsA,4033554,459
TU-2174,FWD,4040095,4040420,325,MU-1394,4040070,yihD,yihD,4040092,22
TU-2175,FWD,4040445,4041350,905,MU-1395,4040414,rdoA,rdoA,4040438,24
TU-2176,FWD,4041375,4042050,675,MU-1396,4041400,dsbA,dsbA,4041441,41
TU-2177,FWD,4041375,4042050,675,MU-1396,4041406,dsbA,dsbA,4041441,35
TU-2178,FWD,4042222,4043652,1430,MU-1397,,yihF,yihF,4042222,
TU-2179,FWD,4044881,4047756,2875,MU-1398,4044962,polA,polA,4044989,27
TU-2180,FWD,4047806,4048031,225,MU-1399,4047922,spf,spf,4047922,0
TU-2181,FWD,4049006,4049256,250,MU-1400,4049059,csrC,csrC,4049059,0
TU-2182,FWD,4049356,4051656,2300,MU-1401,4049330,yihI;hemN,yihI,4049370,40
TU-2183,FWD,4056306,4058231,1925,MU-1402,4056196,typA,typA,4056430,234
TU-2184,FWD,4056306,4058231,1925,MU-1402,4056241,typA,typA,4056430,189
TU-2185,FWD,4056306,4058231,1925,MU-1402,4056270,typA,typA,4056430,160
TU-2186,FWD,4056306,4058231,1925,MU-1402,4056298,typA,typA,4056430,132
TU-2187,FWD,4056306,4058231,1925,MU-1402,4056405,typA,typA,4056430,25
TU-2188,FWD,4058470,4060168,1698,MU-1403,4058442,yihL;yihM,yihL,4058470,28
TU-2189,FWD,4059188,4060168,980,MU-1404,4059011,yihM,yihM,4059188,177
TU-2190,FWD,4060270,4061535,1265,MU-1405,,yihN,yihN,4060270,
TU-2191,FWD,4071783,4076458,4675,MU-1406;MU-1407,4071765,yihV;yihW;yihX;yihY;dtd;yiiD,yihV,4071762,-3
TU-2192,FWD,4073908,4076458,2550,MU-1407,4073552,yihX;yihY;dtd;yiiD,yihX,4073576,24
TU-2193,FWD,4077320,4077532,212,MU-1408,,yiiE,yiiE,4077320,
TU-2194,FWD,4077774,4077992,218,MU-1409,4077718,yiiF,yiiF,4077774,56
TU-2195,FWD,4084008,4084808,800,MU-1410,4083961,fdhD,fdhD,4084039,78
TU-2196,FWD,4085025,4086080,1055,MU-1411,,yiiG,yiiG,4085025,
TU-2197,FWD,4095759,4097517,1758,MU-1412,4095703,rhaS;rhaR,rhaS,4095759,56
TU-2198,FWD,4095759,4097517,1758,MU-1412,4095774,rhaS;rhaR,rhaS,4095759,-15
TU-2199,FWD,4098795,4100670,1875,MU-1413,4098782,sodA;kdgT,sodA,4098833,51
TU-2200,FWD,4098795,4100670,1875,MU-1413,4098787,sodA;kdgT,sodA,4098833,46
TU-2201,FWD,4098795,4100670,1875,MU-1413,4098818,sodA;kdgT,sodA,4098833,15
TU-2202,FWD,4098795,4100670,1875,MU-1413,4098831,sodA;kdgT,sodA,4098833,2
TU-2203,FWD,4100845,4101595,750,MU-1414,4100809,yiiM,yiiM,4100845,36
TU-2204,FWD,4100845,4101595,750,MU-1414,4100821,yiiM,yiiM,4100845,24
TU-2205,FWD,4100845,4101595,750,MU-1414,4100823,yiiM,yiiM,4100845,22
TU-2206,FWD,4103820,4104370,550,MU-1415,4103808,cpxP,cpxP,4103843,35
TU-2207,FWD,4104495,4105420,925,MU-1416,4104313,fieF,fieF,4104492,179
TU-2208,FWD,4104495,4105420,925,MU-1416,4104353,fieF,fieF,4104492,139
TU-2209,FWD,4104495,4105420,925,MU-1416,4104472,fieF,fieF,4104492,20
TU-2210,FWD,4105445,4106695,1250,MU-1417,4105495,pfkA,pfkA,4105575,80
TU-2211,FWD,4105445,4106695,1250,MU-1417,4105542,pfkA,pfkA,4105575,33
TU-2212,FWD,4105445,4106695,1250,MU-1417,4105548,pfkA,pfkA,4105575,27
TU-2213,FWD,4105445,4106695,1250,MU-1417,4105554,pfkA,pfkA,4105575,21
TU-2214,FWD,4105445,4106695,1250,MU-1417,4105562,pfkA,pfkA,4105575,13
TU-2215,FWD,4106820,4107820,1000,MU-1418,4106828,sbp,sbp,4106857,29
TU-2216,FWD,4107998,4108648,650,MU-1419,,cdh,cdh,4107953,
TU-2217,FWD,4110098,4110748,650,MU-1420,4110278,yiiR,yiiR,4110338,60
TU-2218,FWD,4110873,4111773,900,MU-1421,4110750,yiiS;uspD,yiiS,4110990,240
TU-2219,FWD,4110873,4111773,900,MU-1421,4110954,yiiS;uspD,yiiS,4110990,36
TU-2220,FWD,4116373,4116973,600,MU-1422,4116450,yiiU,yiiU,4116538,88
TU-2221,FWD,4116373,4116973,600,MU-1422,4116458,yiiU,yiiU,4116538,80
TU-2222,FWD,4116373,4116973,600,MU-1422,4116467,yiiU,yiiU,4116538,71
TU-2223,FWD,4116373,4116973,600,MU-1422,4116471,yiiU,yiiU,4116538,67
TU-2224,FWD,4116373,4116973,600,MU-1422,4116502,yiiU,yiiU,4116538,36
TU-2225,FWD,4116373,4116973,600,MU-1422,4116519,yiiU,yiiU,4116538,19
TU-2226,FWD,4116373,4116973,600,MU-1422,4116526,yiiU,yiiU,4116538,12
TU-2227,FWD,4120423,4120548,125,MU-1423,4120392,NT,,,
TU-2228,FWD,4124898,4125248,350,MU-1424,4124936,rpmE,rpmE,4125036,100
TU-2229,FWD,4124898,4125248,350,MU-1424,4124969,rpmE,rpmE,4125036,67
TU-2230,FWD,4124898,4125248,350,MU-1424,4124975,rpmE,rpmE,4125036,61
TU-2231,FWD,4126673,4130348,3675,MU-1425,4126658,metB;metL,metB,4126695,37
TU-2232,FWD,4130598,4131723,1125,MU-1426,4130573,metF,metF,4130639,66
TU-2233,FWD,4130598,4131723,1125,MU-1426,4130610,metF,metF,4130639,29
TU-2234,FWD,4131773,4134373,2600,MU-1427,4131813,katG,katG,4131858,45
TU-2235,FWD,4131773,4134373,2600,MU-1427,4131817,katG,katG,4131858,41
TU-2236,FWD,4131773,4134373,2600,MU-1427,4131823,katG,katG,4131858,35
TU-2237,FWD,4131773,4134373,2600,MU-1427,4131834,katG,katG,4131858,24
TU-2238,FWD,4134131,4135036,905,MU-1428,,yijE,yijE,4134131,
TU-2239,FWD,4140553,4145502,4949,MU-1429,,frwC;frwB;pflD;pflC;frwD,frwC,4140553,
TU-2240,FWD,4148473,4149398,925,MU-1430,4148383,NT,,,
TU-2241,FWD,4151198,4151773,575,MU-1431,4151359,NT,,,
TU-2242,FWD,4152948,4156423,3475,MU-1432,4152908,argC;argB;argH,argC,4153024,116
TU-2243,FWD,4152948,4156423,3475,MU-1432,4153001,argC;argB;argH,argC,4153024,23
TU-2244,FWD,4156498,4157323,825,MU-1433,4156479,oxyR,oxyR,4156513,34
TU-2245,FWD,4156498,4157323,825,MU-1433,4156517,oxyR,oxyR,4156513,-4
TU-2246,FWD,4159110,4160385,1275,MU-1434,4159102,fabR;yijD,fabR,4159147,45
TU-2247,FWD,4159110,4160385,1275,MU-1434,4159117,fabR;yijD,fabR,4159147,30
TU-2248,FWD,4161435,4164385,2950,MU-1435;MU-1436,4161428,btuB;murI,btuB,4161662,234
TU-2249,FWD,4163360,4164385,1025,MU-1436,4163423,murI,murI,4163451,28
TU-2250,FWD,4164410,4169785,5375,MU-1437,4164242,rrsB;gltT;rrlB;rrfB,rrsB,4164682,440
TU-2251,FWD,4169960,4172035,2075,MU-1438,4170057,murB;birA,murB,4170080,23
TU-2252,FWD,4173285,4175260,1975,MU-1439,4173311,thrU;tyrU;glyT;thrT;tufB,thrU,4173411,100
TU-2253,FWD,4173285,4175260,1975,MU-1439,4173411,thrU;tyrU;glyT;thrT;tufB,thrU,4173411,0
TU-2254,FWD,4175285,4176335,1050,MU-1440,4175236,secE;nusG,secE,4175381,145
TU-2255,FWD,4175285,4176335,1050,MU-1440,4175269,secE;nusG,secE,4175381,112
TU-2256,FWD,4175285,4176335,1050,MU-1440,4175319,secE;nusG,secE,4175381,62
TU-2257,FWD,4176360,4187589,11229,MU-1441;MU-1442;MU-1443,4176380,rplK;rplA;rplJ;rplL;rpoB;rpoC,rplK,4176470,90
TU-2258,FWD,4176360,4187589,11229,MU-1441;MU-1442;MU-1443,4176412,rplK;rplA;rplJ;rplL;rpoB;rpoC,rplK,4176470,58
TU-2259,FWD,4177560,4187589,10029,MU-1442;MU-1443,4177606,rplJ;rplL;rpoB;rpoC,rplJ,4178019,413
TU-2260,FWD,4177560,4187589,10029,MU-1442;MU-1443,4177645,rplJ;rplL;rpoB;rpoC,rplJ,4178019,374
TU-2261,FWD,4177560,4187589,10029,MU-1442;MU-1443,4177802,rplJ;rplL;rpoB;rpoC,rplJ,4178019,217
TU-2262,FWD,4177560,4187589,10029,MU-1442;MU-1443,4177842,rplJ;rplL;rpoB;rpoC,rplJ,4178019,177
TU-2263,FWD,4177560,4187589,10029,MU-1442;MU-1443,4177902,rplJ;rplL;rpoB;rpoC,rplJ,4178019,117
TU-2264,FWD,4177560,4187589,10029,MU-1442;MU-1443,4177941,rplJ;rplL;rpoB;rpoC,rplJ,4178019,78
TU-2265,FWD,4179035,4187589,8554,MU-1443,4179085,rpoB;rpoC,rpoB,4179268,183
TU-2266,FWD,4179035,4187589,8554,MU-1443,4179145,rpoB;rpoC,rpoB,4179268,123
TU-2267,FWD,4179035,4187589,8554,MU-1443,4179160,rpoB;rpoC,rpoB,4179268,108
TU-2268,FWD,4179035,4187589,8554,MU-1443,4179201,rpoB;rpoC,rpoB,4179268,67
TU-2269,FWD,4187809,4188348,539,MU-1444,4187644,yjaZ,yjaZ,4187809,165
TU-2270,FWD,4194749,4197524,2775,MU-1445;MU-1446;MU-1447,4194721,nudC;hemE;nfi,nudC,4194926,205
TU-2271,FWD,4194749,4197524,2775,MU-1445;MU-1446;MU-1447,4194727,nudC;hemE;nfi,nudC,4194926,199
TU-2272,FWD,4195574,4197524,1950,MU-1446;MU-1447,4195715,hemE;nfi,hemE,4195739,24
TU-2273,FWD,4195574,4197524,1950,MU-1446;MU-1447,4195747,hemE;nfi,hemE,4195739,-8
TU-2274,FWD,4196924,4197524,600,MU-1447,4196733,nfi,nfi,4196813,80
TU-2275,FWD,4197549,4198124,575,MU-1448,4197503,yjaG,yjaG,4197527,24
TU-2276,FWD,4198149,4199324,1175,MU-1449,4198163,hupA;yjaH,hupA,4198304,141
TU-2277,FWD,4198149,4199324,1175,MU-1449,4198199,hupA;yjaH,hupA,4198304,105
TU-2278,FWD,4199949,4201099,1150,MU-1450,4199842,zraS,zraS,4199949,107
TU-2279,FWD,4201274,4202599,1325,MU-1451,4201161,zraR,zraR,4201343,182
TU-2280,FWD,4201274,4202599,1325,MU-1451,4201236,zraR,zraR,4201343,107
TU-2281,FWD,4205800,4211177,5377,MU-1452,4205995,rrsE;gltV;rrlE;rrfE,rrsE,4206170,175
TU-2282,FWD,4211257,4211640,383,MU-1453,,yjaA,yjaA,4211257,
TU-2283,FWD,4212227,4213252,1025,MU-1454,4212258,metA,metA,4212303,45
TU-2284,FWD,4212227,4213252,1025,MU-1454,4212274,metA,metA,4212303,29
TU-2285,FWD,4213452,4218602,5150,MU-1455;MU-1456,4213427,aceB;aceA;aceK,aceB,4213501,74
TU-2286,FWD,4213452,4218602,5150,MU-1455;MU-1456,4213455,aceB;aceA;aceK,aceB,4213501,46
TU-2287,FWD,4216552,4218602,2050,MU-1456,4216684,aceK,aceK,4216619,-65
TU-2288,FWD,4216552,4218602,2050,MU-1456,4216688,aceK,aceK,4216619,-69
TU-2289,FWD,4221832,4225507,3675,MU-1457,4221807,metH,metH,4221851,44
TU-2290,FWD,4221832,4225507,3675,MU-1457,4221810,metH,metH,4221851,41
TU-2291,FWD,4225657,4227382,1725,MU-1458,4225603,yjbB,yjbB,4225754,151
TU-2292,FWD,4225657,4227382,1725,MU-1458,4225625,yjbB,yjbB,4225754,129
TU-2293,FWD,4228382,4229283,901,MU-1459,4228359,rluF,rluF,4228377,18
TU-2294,FWD,4231608,4233558,1950,MU-1460,4231740,pgi,pgi,4231781,41
TU-2295,FWD,4231608,4233558,1950,MU-1460,4231744,pgi,pgi,4231781,37
TU-2296,FWD,4231608,4233558,1950,MU-1460,4231747,pgi,pgi,4231781,34
TU-2297,FWD,4231608,4233558,1950,MU-1460,4231755,pgi,pgi,4231781,26
TU-2298,FWD,4231608,4233558,1950,MU-1460,4231763,pgi,pgi,4231781,18
TU-2299,FWD,4234033,4237583,3550,MU-1461,4233961,yjbE;yjbF;yjbG;yjbH,yjbE,4233929,-32
TU-2300,FWD,4238333,4239233,900,MU-1462,4238446,psiE,psiE,4238348,-98
TU-2301,FWD,4244834,4248459,3625,MU-1463,4245009,malK;lamB;malM,malK,4244807,-202
TU-2302,FWD,4248726,4250306,1580,MU-1464,4248736,yjbI,yjbI,4248726,-10
TU-2303,FWD,4250434,4251959,1525,MU-1465,4250505,ubiC;ubiA,ubiC,4250529,24
TU-2304,FWD,4254492,4255092,600,MU-1466,4254480,dgkA,dgkA,4254660,180
TU-2305,FWD,4254492,4255092,600,MU-1466,4254510,dgkA,dgkA,4254660,150
TU-2306,FWD,4255142,4255667,525,MU-1467,4255110,lexA,lexA,4255138,28
TU-2307,FWD,4256117,4257117,1000,MU-1468,,dinF,dinF,4255765,
TU-2308,FWD,4257242,4257442,200,MU-1469,4257202,yjbJ,yjbJ,4257260,58
TU-2309,FWD,4258344,4259329,985,MU-1470,4258190,yjbL;yjbM,yjbL,4258344,154
TU-2310,FWD,4259567,4261117,1550,MU-1471,4259493,dusA;pspG,dusA,4259737,244
TU-2311,FWD,4259567,4261117,1550,MU-1471,4259617,dusA;pspG,dusA,4259737,120
TU-2312,FWD,4262342,4264792,2450,MU-1472,4262309,dnaB;alr,dnaB,4262337,28
TU-2313,FWD,4265117,4266317,1200,MU-1473,4265105,tyrB,tyrB,4265137,32
TU-2314,FWD,4267417,4267942,525,MU-1474,4267378,aphA,aphA,4267437,59
TU-2315,FWD,4268267,4269367,1100,MU-1475,4268237,yjbQ;yjbR,yjbQ,4268261,24
TU-2316,FWD,4268267,4269367,1100,MU-1475,4268243,yjbQ;yjbR,yjbQ,4268261,18
TU-2317,FWD,4272067,4272967,900,MU-1476,4272113,ssb,ssb,4272148,35
TU-2318,FWD,4272067,4272967,900,MU-1476,4272121,ssb,ssb,4272148,27
TU-2319,FWD,4272067,4272967,900,MU-1476,4272127,ssb,ssb,4272148,21
TU-2320,FWD,4273442,4275092,1650,MU-1477,4273426,yjcC,yjcC,4273494,68
TU-2321,FWD,4275492,4275942,450,MU-1478,4275329,soxR,soxR,4275492,163
TU-2322,FWD,4275492,4275942,450,MU-1478,4275468,soxR,soxR,4275492,24
TU-2323,FWD,4276367,4277842,1475,MU-1479,4276331,yjcD,yjcD,4276502,171
TU-2324,FWD,4276367,4277842,1475,MU-1479,4276341,yjcD,yjcD,4276502,161
TU-2325,FWD,4277967,4279592,1625,MU-1480,4277939,yjcE,yjcE,4278003,64
