tss_id,strand,tss,reads_log,reads_hs,reads_hs_stat,rts_id
TSS-FWD-2029,FWD,4163423,9,9,12,RTS_R4_+_1217
TSS-FWD-2030,FWD,4164242,5,5,5,RTS_R4_+_1218
TSS-FWD-2031,FWD,4170057,63,64,64,RTS_R4_+_1219
TSS-FWD-2032,FWD,4173311,48,49,49,RTS_R4_+_1220
TSS-FWD-2033,FWD,4173411,918,3788,8769,RTS_R4_+_1220
TSS-FWD-2034,FWD,4175236,785,795,795,RTS_R4_+_1221
TSS-FWD-2035,FWD,4175269,1521,1532,1532,RTS_R4_+_1221
TSS-FWD-2036,FWD,4175319,173,202,208,RTS_R4_+_1221
TSS-FWD-2037,FWD,4176380,2625,2625,2625,RTS_R4_+_1222
TSS-FWD-2038,FWD,4176412,684,686,687,RTS_R4_+_1222
TSS-FWD-2039,FWD,4177606,32,32,32,RTS_R4_+_1223
TSS-FWD-2040,FWD,4177645,4,20,38,RTS_R4_+_1223
TSS-FWD-2041,FWD,4177802,10668,10674,10675,RTS_R4_+_1223
TSS-FWD-2042,FWD,4177842,61,61,61,RTS_R4_+_1223
TSS-FWD-2043,FWD,4177902,250,251,251,RTS_R4_+_1223
TSS-FWD-2044,FWD,4177941,67,67,67,RTS_R4_+_1223
TSS-FWD-2045,FWD,4179085,157,159,159,RTS_R4_+_1224
TSS-FWD-2046,FWD,4179145,356,358,358,RTS_R4_+_1224
TSS-FWD-2047,FWD,4179160,429,429,430,RTS_R4_+_1224
TSS-FWD-2048,FWD,4179201,305,306,306,RTS_R4_+_1224
TSS-FWD-2049,FWD,4187644,12,12,12,
TSS-FWD-2050,FWD,4194721,258,259,259,RTS_R4_+_1225
TSS-FWD-2051,FWD,4194727,38,38,38,RTS_R4_+_1225
TSS-FWD-2052,FWD,4195715,83,86,86,RTS_R4_+_1226
TSS-FWD-2053,FWD,4195747,22,22,22,RTS_R4_+_1226
TSS-FWD-2054,FWD,4196733,14,14,15,RTS_R4_+_1227
TSS-FWD-2055,FWD,4197503,92,94,94,RTS_R4_+_1228
TSS-FWD-2056,FWD,4198163,37,37,37,RTS_R4_+_1229
TSS-FWD-2057,FWD,4198199,376,376,376,RTS_R4_+_1229
TSS-FWD-2058,FWD,4199842,1,1,1,RTS_R4_+_1230
TSS-FWD-2059,FWD,4201161,9,9,9,RTS_R4_+_1231
TSS-FWD-2060,FWD,4201236,15,15,15,RTS_R4_+_1231
TSS-FWD-2061,FWD,4205995,122,127,128,RTS_R4_+_1232
TSS-FWD-2062,FWD,4212258,204,412,455,RTS_R4_+_1233
TSS-FWD-2063,FWD,4212274,50,52,53,RTS_R4_+_1233
TSS-FWD-2064,FWD,4213427,12,21,47,RTS_R4_+_1234
TSS-FWD-2065,FWD,4213455,154,155,170,RTS_R4_+_1234
TSS-FWD-2066,FWD,4216684,76,76,81,RTS_R4_+_1235
TSS-FWD-2067,FWD,4216688,83,84,94,RTS_R4_+_1235
TSS-FWD-2068,FWD,4221807,38,38,38,RTS_R4_+_1236
TSS-FWD-2069,FWD,4221810,108,108,108,RTS_R4_+_1236
TSS-FWD-2070,FWD,4225603,44,44,44,RTS_R4_+_1237
TSS-FWD-2071,FWD,4225625,109,109,110,RTS_R4_+_1237
TSS-FWD-2072,FWD,4228359,32,32,32,RTS_R4_+_1238
TSS-FWD-2073,FWD,4231740,48,48,48,RTS_R4_+_1239
TSS-FWD-2074,FWD,4231744,362,362,362,RTS_R4_+_1239
TSS-FWD-2075,FWD,4231747,230,231,231,RTS_R4_+_1239
TSS-FWD-2076,FWD,4231755,654,655,655,RTS_R4_+_1239
TSS-FWD-2077,FWD,4231763,101,101,101,RTS_R4_+_1239
TSS-FWD-2078,FWD,4233961,3,3,3,RTS_R4_+_1240
TSS-FWD-2079,FWD,4238446,4,4,4,RTS_R4_+_1241
TSS-FWD-2080,FWD,4245009,6,6,6,RTS_R4_+_1242
TSS-FWD-2081,FWD,4248736,1,1,1,
TSS-FWD-2082,FWD,4250505,45,45,47,RTS_R4_+_1243
TSS-FWD-2083,FWD,4254480,17,17,17,RTS_R4_+_1244
TSS-FWD-2084,FWD,4254510,22,22,22,RTS_R4_+_1244
TSS-FWD-2085,FWD,4255110,182,196,213,RTS_R4_+_1245
TSS-FWD-2086,FWD,4257202,,1,4,RTS_R4_+_1247
TSS-FWD-2087,FWD,4258190,4,4,4,
TSS-FWD-2088,FWD,4259493,61,61,61,RTS_R4_+_1248
TSS-FWD-2089,FWD,4259617,245,245,245,RTS_R4_+_1248
TSS-FWD-2090,FWD,4262309,135,137,137,RTS_R4_+_1249
TSS-FWD-2091,FWD,4265105,26,26,26,RTS_R4_+_1250
TSS-FWD-2092,FWD,4267378,2,2,2,RTS_R4_+_1251
TSS-FWD-2093,FWD,4268237,88,88,89,RTS_R4_+_1252
TSS-FWD-2094,FWD,4268243,145,145,145,RTS_R4_+_1252
TSS-FWD-2095,FWD,4272113,22,22,22,RTS_R4_+_1253
TSS-FWD-2096,FWD,4272121,22,23,34,RTS_R4_+_1253
TSS-FWD-2097,FWD,4272127,23,26,27,RTS_R4_+_1253
TSS-FWD-2098,FWD,4273426,19,19,21,RTS_R4_+_1254
TSS-FWD-2099,FWD,4275329,15,15,15,RTS_R4_+_1255
TSS-FWD-2100,FWD,4275468,8,8,8,RTS_R4_+_1255
TSS-FWD-2101,FWD,4276331,86,86,86,RTS_R4_+_1256
TSS-FWD-2102,FWD,4276341,45,45,45,RTS_R4_+_1256
TSS-FWD-2103,FWD,4277939,127,127,127,RTS_R4_+_1257
TSS-FWD-2104,FWD,4285433,29,29,30,
TSS-FWD-2105,FWD,4285560,18,18,18,
TSS-FWD-2106,FWD,4292398,14,15,15,RTS_R4_+_1258
TSS-FWD-2107,FWD,4292518,22,22,22,RTS_R4_+_1258
TSS-FWD-2108,FWD,4304901,,1,1,RTS_R4_+_1259
TSS-FWD-2109,FWD,4311281,4,4,4,RTS_R4_+_1260
TSS-FWD-2110,FWD,4311290,5,5,5,RTS_R4_+_1260
TSS-FWD-2111,FWD,4311337,6,6,6,RTS_R4_+_1260
TSS-FWD-2112,FWD,4311869,1,1,1,RTS_R4_+_1261
TSS-FWD-2113,FWD,4325082,7,7,7,RTS_R4_+_1262
TSS-FWD-2114,FWD,4325135,7,7,7,RTS_R4_+_1262
TSS-FWD-2115,FWD,4327165,9,9,9,RTS_R4_+_1263
TSS-FWD-2116,FWD,4328343,13,13,13,RTS_R4_+_1264
TSS-FWD-2117,FWD,4328375,421,421,421,RTS_R4_+_1264
TSS-FWD-2118,FWD,4328415,167,170,170,RTS_R4_+_1264
TSS-FWD-2119,FWD,4328430,2,3,7,RTS_R4_+_1264
TSS-FWD-2120,FWD,4339847,3,3,3,RTS_R4_+_1265
TSS-FWD-2121,FWD,4339910,5,5,5,RTS_R4_+_1265
TSS-FWD-2122,FWD,4349836,65,65,78,RTS_R4_+_1266
TSS-FWD-2123,FWD,4359542,,46,47,RTS_R4_+_1267
TSS-FWD-2124,FWD,4366136,1,1,1,RTS_R4_+_1268
TSS-FWD-2125,FWD,4366642,130,149,153,RTS_R4_+_1269
TSS-FWD-2126,FWD,4368639,825,1394,1411,RTS_R4_+_1270
TSS-FWD-2127,FWD,4368675,850,1124,1141,RTS_R4_+_1270
TSS-FWD-2128,FWD,4368639,825,1394,1411,RTS_R4_+_1271
TSS-FWD-2129,FWD,4368675,850,1124,1141,RTS_R4_+_1271
TSS-FWD-2130,FWD,4368682,69,120,126,RTS_R4_+_1271
TSS-FWD-2131,FWD,4368715,103,127,131,RTS_R4_+_1271
TSS-FWD-2132,FWD,4368920,129,175,178,RTS_R4_+_1271
TSS-FWD-2133,FWD,4368932,760,862,862,RTS_R4_+_1271
TSS-FWD-2134,FWD,4368981,260,306,310,RTS_R4_+_1271
TSS-FWD-2135,FWD,4368990,39,78,82,RTS_R4_+_1271
TSS-FWD-2136,FWD,4370784,640,648,652,RTS_R4_+_1272
TSS-FWD-2137,FWD,4373678,293,298,298,RTS_R4_+_1273
TSS-FWD-2138,FWD,4374533,129,171,506,RTS_R4_+_1275
TSS-FWD-2139,FWD,4374822,25,27,27,RTS_R4_+_1276
TSS-FWD-2140,FWD,4380464,9,9,9,RTS_R4_+_1277
TSS-FWD-2141,FWD,4380642,1,1,1,RTS_R4_+_1277
TSS-FWD-2142,FWD,4389584,453,492,494,RTS_R4_+_1278
TSS-FWD-2143,FWD,4389592,218,236,236,RTS_R4_+_1278
TSS-FWD-2144,FWD,4389598,170,178,179,RTS_R4_+_1278
TSS-FWD-2145,FWD,4390242,24,129,171,RTS_R4_+_1279
TSS-FWD-2146,FWD,4391699,16,16,16,RTS_R4_+_1280
TSS-FWD-2147,FWD,4391960,93,93,93,RTS_R4_+_1280
TSS-FWD-2148,FWD,4392051,49,50,54,RTS_R4_+_1280
TSS-FWD-2149,FWD,4393183,5,5,5,RTS_R4_+_1281
TSS-FWD-2150,FWD,4395239,67,68,68,RTS_R4_+_1282
TSS-FWD-2151,FWD,4396973,25,25,25,RTS_R4_+_1283
TSS-FWD-2152,FWD,4397075,7,20,20,RTS_R4_+_1283
TSS-FWD-2153,FWD,4397246,25,25,25,RTS_R4_+_1283
TSS-FWD-2154,FWD,4397315,25,25,25,RTS_R4_+_1283
TSS-FWD-2155,FWD,4397421,1,31,35,RTS_R4_+_1283
TSS-FWD-2156,FWD,4398256,351,351,351,RTS_R4_+_1284
TSS-FWD-2157,FWD,4398275,145,145,146,RTS_R4_+_1284
TSS-FWD-2158,FWD,4402337,6,6,6,RTS_R4_+_1285
TSS-FWD-2159,FWD,4402348,4,4,4,RTS_R4_+_1285
TSS-FWD-2160,FWD,4402683,303,306,320,RTS_R4_+_1286
TSS-FWD-2161,FWD,4402688,339,349,349,RTS_R4_+_1286
TSS-FWD-2162,FWD,4403905,11,11,11,RTS_R4_+_1287
TSS-FWD-2163,FWD,4403916,14,14,14,RTS_R4_+_1287
TSS-FWD-2164,FWD,4404175,71,71,71,RTS_R4_+_1288
TSS-FWD-2165,FWD,4407240,21,25,25,RTS_R4_+_1289
TSS-FWD-2166,FWD,4407246,15,16,17,RTS_R4_+_1289
TSS-FWD-2167,FWD,4407962,2,2,2,
TSS-FWD-2168,FWD,4409333,6,6,6,
TSS-FWD-2169,FWD,4412272,9,10,21,RTS_R4_+_1290
TSS-FWD-2170,FWD,4414959,64,64,64,RTS_R4_+_1291
TSS-FWD-2171,FWD,4423048,129,140,140,RTS_R4_+_1292
TSS-FWD-2172,FWD,4423050,127,128,128,RTS_R4_+_1292
TSS-FWD-2173,FWD,4424995,2,2,2,RTS_R4_+_1293
TSS-FWD-2174,FWD,4426887,31,31,31,RTS_R4_+_1294
TSS-FWD-2175,FWD,4426894,35,35,35,RTS_R4_+_1294
TSS-FWD-2176,FWD,4426931,529,530,530,RTS_R4_+_1294
TSS-FWD-2177,FWD,4427835,89,91,97,RTS_R4_+_1295
TSS-FWD-2178,FWD,4428853,30,30,31,RTS_R4_+_1296
TSS-FWD-2179,FWD,4429034,21,21,23,RTS_R4_+_1296
TSS-FWD-2180,FWD,4429105,20,30,30,RTS_R4_+_1296
TSS-FWD-2181,FWD,4432106,48,50,54,RTS_R4_+_1297
TSS-FWD-2182,FWD,4434587,10,12,76,RTS_R4_+_1298
TSS-FWD-2183,FWD,4434590,470,476,537,RTS_R4_+_1298
TSS-FWD-2184,FWD,4434600,33,36,50,RTS_R4_+_1298
TSS-FWD-2185,FWD,4437157,5,5,5,RTS_R4_+_1299
TSS-FWD-2186,FWD,4437534,33,35,40,RTS_R4_+_1300
TSS-FWD-2187,FWD,4437536,28,28,29,RTS_R4_+_1300
TSS-FWD-2188,FWD,4437667,6,7,38,RTS_R4_+_1300
TSS-FWD-2189,FWD,4440245,36,36,36,RTS_R4_+_1301
TSS-FWD-2190,FWD,4440274,39,40,40,RTS_R4_+_1301
TSS-FWD-2191,FWD,4440298,31,31,31,RTS_R4_+_1301
TSS-FWD-2192,FWD,4440313,38,38,38,RTS_R4_+_1301
TSS-FWD-2193,FWD,4446453,63,66,71,RTS_R4_+_1302
TSS-FWD-2194,FWD,4447938,,,9,RTS_R4_+_1303
TSS-FWD-2195,FWD,4447946,,,9,RTS_R4_+_1303
TSS-FWD-2196,FWD,4453785,247,251,251,RTS_R4_+_1304
TSS-FWD-2197,FWD,4455967,50,50,50,RTS_R4_+_1305
TSS-FWD-2198,FWD,4457596,21,21,22,RTS_R4_+_1306
TSS-FWD-2199,FWD,4465385,104,121,121,RTS_R4_+_1307
TSS-FWD-2200,FWD,4465514,56,65,65,RTS_R4_+_1307
TSS-FWD-2201,FWD,4465552,22,22,22,RTS_R4_+_1307
TSS-FWD-2202,FWD,4467531,6,6,6,RTS_R4_+_1308
TSS-FWD-2203,FWD,4472119,17,17,17,RTS_R4_+_1309
TSS-FWD-2204,FWD,4472123,17,17,17,RTS_R4_+_1309
TSS-FWD-2205,FWD,4472852,151,151,162,RTS_R4_+_1310
TSS-FWD-2206,FWD,4473418,18,18,18,
TSS-FWD-2207,FWD,4475183,11,12,14,RTS_R4_+_1311
TSS-FWD-2208,FWD,4476468,76,87,121,RTS_R4_+_1312
TSS-FWD-2209,FWD,4484153,6,9,26,RTS_R4_+_1313
TSS-FWD-2210,FWD,4492620,2,2,2,RTS_R4_+_1314
TSS-FWD-2211,FWD,4494428,1,72,335,RTS_R4_+_1315
TSS-FWD-2212,FWD,4494472,1,19,71,RTS_R4_+_1316
TSS-FWD-2213,FWD,4496128,5,5,5,RTS_R4_+_1317
TSS-FWD-2214,FWD,4501862,23,24,24,RTS_R4_+_1318
TSS-FWD-2215,FWD,4501907,35,35,35,RTS_R4_+_1318
TSS-FWD-2216,FWD,4505417,2,2,2,RTS_R4_+_1320
TSS-FWD-2217,FWD,4506976,1,1,1,RTS_R4_+_1321
TSS-FWD-2218,FWD,4516534,14,14,14,RTS_R4_+_1322
TSS-FWD-2219,FWD,4518966,10,10,10,RTS_R4_+_1323
TSS-FWD-2220,FWD,4524136,4,6,6,RTS_R4_+_1324
TSS-FWD-2221,FWD,4525999,67,73,84,RTS_R4_+_1325
TSS-FWD-2222,FWD,4532242,5,5,6,RTS_R4_+_1326
TSS-FWD-2223,FWD,4534426,,,2,RTS_R4_+_1327
TSS-FWD-2224,FWD,4538709,50,50,50,RTS_R4_+_1328
TSS-FWD-2225,FWD,4540073,11,11,11,RTS_R4_+_1329
TSS-FWD-2226,FWD,4541107,23,25,25,RTS_R4_+_1330
TSS-FWD-2227,FWD,4542527,48,48,48,RTS_R4_+_1331
TSS-FWD-2228,FWD,4544032,,5,6,RTS_R4_+_1332
TSS-FWD-2229,FWD,4544203,4,4,4,RTS_R4_+_1332
TSS-FWD-2230,FWD,4546952,9,9,9,RTS_R4_+_1333
TSS-FWD-2231,FWD,4548770,1,1,1,RTS_R4_+_1334
TSS-FWD-2232,FWD,4549544,21,26,26,RTS_R4_+_1335
TSS-FWD-2233,FWD,4552503,12,12,15,RTS_R4_+_1336
TSS-FWD-2234,FWD,4552566,13,16,16,RTS_R4_+_1336
TSS-FWD-2235,FWD,4554785,14,14,14,RTS_R4_+_1337
TSS-FWD-2236,FWD,4561417,8,8,8,RTS_R4_+_1339
TSS-FWD-2237,FWD,4567522,9,9,9,RTS_R4_+_1340
TSS-FWD-2238,FWD,4567539,15,15,15,RTS_R4_+_1340
TSS-FWD-2239,FWD,4567626,10,10,10,RTS_R4_+_1340
TSS-FWD-2240,FWD,4567630,9,9,9,RTS_R4_+_1340
TSS-FWD-2241,FWD,4570182,33,33,33,RTS_R4_+_1342
TSS-FWD-2242,FWD,4570222,22,22,22,RTS_R4_+_1342
TSS-FWD-2243,FWD,4570371,60,60,60,RTS_R4_+_1342
TSS-FWD-2244,FWD,4570385,176,176,176,RTS_R4_+_1342
TSS-FWD-2245,FWD,4570406,64,64,64,RTS_R4_+_1342
TSS-FWD-2246,FWD,4576539,2,2,3,RTS_R4_+_1343
TSS-FWD-2247,FWD,4577858,,44,126,RTS_R4_+_1344
TSS-FWD-2248,FWD,4584938,11,11,11,RTS_R4_+_1345
TSS-FWD-2249,FWD,4584955,14,14,14,RTS_R4_+_1345
TSS-FWD-2250,FWD,4589656,559,559,559,RTS_R4_+_1346
TSS-FWD-2251,FWD,4594170,8,9,9,RTS_R4_+_1347
TSS-FWD-2252,FWD,4603800,18,18,25,RTS_R4_+_1348
TSS-FWD-2253,FWD,4605804,18,19,19,RTS_R4_+_1349
TSS-FWD-2254,FWD,4609175,207,208,215,RTS_R4_+_1350
TSS-FWD-2255,FWD,4609257,1195,1195,1213,RTS_R4_+_1350
TSS-FWD-2256,FWD,4609269,220,220,223,RTS_R4_+_1350
TSS-FWD-2257,FWD,4609356,702,705,708,RTS_R4_+_1350
TSS-FWD-2258,FWD,4609391,170,170,172,RTS_R4_+_1350
TSS-FWD-2259,FWD,4610406,7,8,12,RTS_R4_+_1351
TSS-FWD-2260,FWD,4614203,,,11,RTS_R4_+_1352
TSS-FWD-2261,FWD,4615133,33,33,40,RTS_R4_+_1353
TSS-FWD-2262,FWD,4615243,37,37,37,RTS_R4_+_1353
TSS-FWD-2263,FWD,4615251,47,47,47,RTS_R4_+_1353
TSS-FWD-2264,FWD,4615300,51,51,51,RTS_R4_+_1353
TSS-FWD-2265,FWD,4615316,29,33,34,RTS_R4_+_1353
TSS-FWD-2266,FWD,4617590,22,23,24,RTS_R4_+_1354
TSS-FWD-2267,FWD,4617600,24,27,32,RTS_R4_+_1354
TSS-FWD-2268,FWD,4619764,30,31,31,RTS_R4_+_1355
TSS-FWD-2269,FWD,4622879,66,66,66,RTS_R4_+_1356
TSS-FWD-2270,FWD,4625326,12,12,20,RTS_R4_+_1357
TSS-FWD-2271,FWD,4628705,46,47,48,RTS_R4_+_1358
TSS-FWD-2272,FWD,4628733,75,75,75,RTS_R4_+_1358
TSS-FWD-2273,FWD,4630721,38,39,39,RTS_R4_+_1359
TSS-FWD-2274,FWD,4630727,38,38,39,RTS_R4_+_1359
TSS-FWD-2275,FWD,4631778,12,12,12,RTS_R4_+_1360
TSS-FWD-2276,FWD,4631788,13,13,14,RTS_R4_+_1360
TSS-FWD-2277,FWD,4633345,15,15,15,RTS_R4_+_1361
TSS-FWD-2278,FWD,4633366,17,17,17,RTS_R4_+_1361
TSS-FWD-2279,FWD,4633418,18,18,18,RTS_R4_+_1361
TSS-FWD-2280,FWD,4636134,9,9,9,RTS_R4_+_1362
TSS-FWD-2281,FWD,4638666,45,45,45,RTS_R4_+_1364
TSS-REV-1,REV,6482,139,139,139,RTS_R4_-_1
TSS-REV-2,REV,8053,11,11,11,RTS_R4_-_2
TSS-REV-3,REV,10430,10,12,12,RTS_R4_-_3
TSS-REV-4,REV,17146,20,21,22,RTS_R4_-_5
TSS-REV-5,REV,20599,2,2,2,RTS_R4_-_6
TSS-REV-6,REV,21112,3731,3738,3738,RTS_R4_-_7
TSS-REV-7,REV,21118,5628,5635,5635,RTS_R4_-_7
TSS-REV-8,REV,21159,917,918,918,RTS_R4_-_7
TSS-REV-9,REV,21207,7209,7210,7211,RTS_R4_-_7
TSS-REV-10,REV,36281,15,15,15,RTS_R4_-_8
TSS-REV-11,REV,36358,24,24,24,RTS_R4_-_8
TSS-REV-12,REV,36430,20,20,20,RTS_R4_-_8
TSS-REV-13,REV,36489,24,24,24,RTS_R4_-_8
TSS-REV-14,REV,37942,18,18,18,RTS_R4_-_9
TSS-REV-15,REV,39918,2,2,2,RTS_R4_-_10
TSS-REV-16,REV,52034,246,250,303,RTS_R4_-_11
TSS-REV-17,REV,52077,86,86,86,RTS_R4_-_11
TSS-REV-18,REV,52084,48,48,48,RTS_R4_-_11
TSS-REV-19,REV,52595,132,132,132,RTS_R4_-_12
TSS-REV-20,REV,52654,62,62,62,RTS_R4_-_12
TSS-REV-21,REV,55387,81,81,82,RTS_R4_-_13
TSS-REV-22,REV,57156,22,22,22,RTS_R4_-_14
TSS-REV-23,REV,57241,520,526,528,RTS_R4_-_14
TSS-REV-24,REV,57253,133,133,141,RTS_R4_-_14
TSS-REV-25,REV,63357,123,123,123,RTS_R4_-_15
TSS-REV-26,REV,63468,11,11,11,RTS_R4_-_15
TSS-REV-27,REV,63531,11,11,11,RTS_R4_-_15
TSS-REV-28,REV,63588,3,7,7,RTS_R4_-_15
TSS-REV-29,REV,65803,6,6,7,RTS_R4_-_16
TSS-REV-30,REV,70077,2,2,2,RTS_R4_-_17
TSS-REV-31,REV,75664,10,10,10,RTS_R4_-_18
TSS-REV-32,REV,77336,16,17,17,RTS_R4_-_19
TSS-REV-33,REV,83728,652,668,712,RTS_R4_-_20
TSS-REV-34,REV,83735,442,452,457,RTS_R4_-_20
TSS-REV-35,REV,112699,177,179,179,RTS_R4_-_21
TSS-REV-36,REV,112703,260,263,263,RTS_R4_-_21
TSS-REV-37,REV,112757,489,489,489,RTS_R4_-_21
TSS-REV-38,REV,113322,115,115,115,RTS_R4_-_22
TSS-REV-39,REV,117052,2,2,2,RTS_R4_-_23
TSS-REV-40,REV,118679,102,103,104,RTS_R4_-_24
TSS-REV-41,REV,121647,178,178,179,RTS_R4_-_25
TSS-REV-42,REV,121676,32,32,37,RTS_R4_-_25
TSS-REV-43,REV,136550,11,12,12,RTS_R4_-_26
TSS-REV-44,REV,136939,19,19,19,RTS_R4_-_27
TSS-REV-45,REV,136942,19,19,19,RTS_R4_-_27
TSS-REV-46,REV,141254,6,6,6,RTS_R4_-_28
TSS-REV-47,REV,141263,6,6,10,RTS_R4_-_28
TSS-REV-48,REV,142694,62,62,62,RTS_R4_-_29
TSS-REV-49,REV,142703,967,969,970,RTS_R4_-_29
TSS-REV-50,REV,146751,303,306,307,RTS_R4_-_30
TSS-REV-51,REV,146754,418,422,422,RTS_R4_-_30
TSS-REV-52,REV,149617,117,119,120,RTS_R4_-_31
TSS-REV-53,REV,149630,423,427,427,RTS_R4_-_31
TSS-REV-54,REV,159154,32,32,32,RTS_R4_-_32
TSS-REV-55,REV,159166,93,93,93,RTS_R4_-_32
TSS-REV-56,REV,159171,133,134,134,RTS_R4_-_32
TSS-REV-57,REV,160651,241,247,249,RTS_R4_-_33
TSS-REV-58,REV,160657,251,257,257,RTS_R4_-_33
TSS-REV-59,REV,160760,153,158,161,RTS_R4_-_33
TSS-REV-60,REV,162053,42,42,42,RTS_R4_-_34
TSS-REV-61,REV,167416,8,8,12,RTS_R4_-_35
TSS-REV-62,REV,174907,28,28,28,RTS_R4_-_36
TSS-REV-63,REV,174992,134,134,134,RTS_R4_-_36
TSS-REV-64,REV,179181,180,180,180,RTS_R4_-_37
TSS-REV-65,REV,184122,155,159,160,RTS_R4_-_38
TSS-REV-66,REV,184124,193,199,199,RTS_R4_-_38
TSS-REV-67,REV,185972,36,36,36,RTS_R4_-_39
TSS-REV-68,REV,185976,612,612,612,RTS_R4_-_39
TSS-REV-69,REV,186073,54,54,54,RTS_R4_-_39
TSS-REV-70,REV,189532,89,90,93,RTS_R4_-_41
TSS-REV-71,REV,189545,165,165,165,RTS_R4_-_41
TSS-REV-72,REV,189553,2210,2216,2219,RTS_R4_-_41
TSS-REV-73,REV,214163,55,56,57,RTS_R4_-_42
TSS-REV-74,REV,218831,2551,2568,2568,RTS_R4_-_43
TSS-REV-75,REV,220022,59,59,59,RTS_R4_-_44
TSS-REV-76,REV,222714,292,299,299,RTS_R4_-_45
TSS-REV-77,REV,230906,5,5,5,RTS_R4_-_46
TSS-REV-78,REV,233980,47,47,47,RTS_R4_-_47
TSS-REV-79,REV,234821,73,74,74,RTS_R4_-_48
TSS-REV-80,REV,236044,29,29,29,RTS_R4_-_49
TSS-REV-81,REV,240216,2,3,4,RTS_R4_-_50
TSS-REV-82,REV,243346,69,69,91,RTS_R4_-_51
TSS-REV-83,REV,245825,13,13,13,RTS_R4_-_52
TSS-REV-84,REV,246533,98,98,102,RTS_R4_-_53
TSS-REV-85,REV,255770,153,153,153,RTS_R4_-_55
TSS-REV-86,REV,255776,1107,1107,1108,RTS_R4_-_55
TSS-REV-87,REV,255807,406,407,407,RTS_R4_-_55
TSS-REV-88,REV,259389,7,7,7,
TSS-REV-89,REV,262302,23,24,24,RTS_R4_-_56
TSS-REV-90,REV,265294,2,2,2,RTS_R4_-_57
TSS-REV-91,REV,268252,11,11,11,RTS_R4_-_58
TSS-REV-92,REV,279354,3,3,3,RTS_R4_-_61
TSS-REV-93,REV,279384,3,3,3,RTS_R4_-_61
TSS-REV-94,REV,279978,9,9,9,RTS_R4_-_62
TSS-REV-95,REV,288412,36,36,36,RTS_R4_-_63
TSS-REV-96,REV,289564,2380,2403,2403,RTS_R4_-_64
TSS-REV-97,REV,290655,,1,1,RTS_R4_-_65
TSS-REV-98,REV,292170,16,16,16,
TSS-REV-99,REV,294844,982,990,991,RTS_R4_-_66
TSS-REV-100,REV,296372,10,10,10,RTS_R4_-_67
TSS-REV-101,REV,301863,5,5,5,RTS_R4_-_68
TSS-REV-102,REV,303428,10,10,10,RTS_R4_-_69
TSS-REV-103,REV,303438,9,9,9,RTS_R4_-_69
TSS-REV-104,REV,305654,2,2,2,RTS_R4_-_70
TSS-REV-105,REV,309944,64,66,68,RTS_R4_-_71
TSS-REV-106,REV,312027,3113,3113,3148,RTS_R4_-_72
TSS-REV-107,REV,312456,,1,1,RTS_R4_-_73
TSS-REV-108,REV,315721,2,2,2,RTS_R4_-_74
TSS-REV-109,REV,315750,3,3,3,RTS_R4_-_74
TSS-REV-110,REV,319257,3,3,3,RTS_R4_-_75
TSS-REV-111,REV,328585,7,7,7,RTS_R4_-_76
TSS-REV-112,REV,333688,12,18,20,RTS_R4_-_77
TSS-REV-113,REV,345550,4,7,8,RTS_R4_-_78
TSS-REV-114,REV,347693,19,19,23,RTS_R4_-_79
TSS-REV-115,REV,357932,6,7,7,RTS_R4_-_80
TSS-REV-116,REV,357938,8,8,8,RTS_R4_-_80
TSS-REV-117,REV,367754,25,25,26,RTS_R4_-_81
TSS-REV-118,REV,377685,50,50,50,RTS_R4_-_82
TSS-REV-119,REV,379124,,3,3,RTS_R4_-_83
TSS-REV-120,REV,380428,1,1,1,RTS_R4_-_84
TSS-REV-121,REV,383207,3,3,3,
TSS-REV-122,REV,384055,16,16,16,
TSS-REV-123,REV,388978,326,328,329,RTS_R4_-_86
TSS-REV-124,REV,392607,11,11,11,RTS_R4_-_87
TSS-REV-125,REV,392668,7,7,7,RTS_R4_-_87
TSS-REV-126,REV,395543,88,88,88,RTS_R4_-_88
TSS-REV-127,REV,395587,46,46,46,RTS_R4_-_88
TSS-REV-128,REV,398533,2,2,2,RTS_R4_-_89
TSS-REV-129,REV,400176,50,50,50,RTS_R4_-_90
TSS-REV-130,REV,402878,10,10,10,RTS_R4_-_91
TSS-REV-131,REV,402928,8,8,8,RTS_R4_-_91
TSS-REV-132,REV,404905,81,81,81,RTS_R4_-_92
TSS-REV-133,REV,404910,273,273,275,RTS_R4_-_92
TSS-REV-134,REV,407786,19,19,26,RTS_R4_-_93
TSS-REV-135,REV,409274,141,141,141,RTS_R4_-_94
TSS-REV-136,REV,411748,,3,6,RTS_R4_-_95
TSS-REV-137,REV,416200,13,13,13,RTS_R4_-_96
TSS-REV-138,REV,420346,1,1,1,RTS_R4_-_97
TSS-REV-139,REV,424218,8,8,8,RTS_R4_-_98
TSS-REV-140,REV,431276,83,83,83,RTS_R4_-_99
TSS-REV-141,REV,431302,183,183,183,RTS_R4_-_99
TSS-REV-142,REV,431315,99,102,104,RTS_R4_-_99
TSS-REV-143,REV,431348,47,47,47,RTS_R4_-_99
TSS-REV-144,REV,432100,3,5,5,RTS_R4_-_100
TSS-REV-145,REV,437508,258,261,276,RTS_R4_-_101
TSS-REV-146,REV,439624,68,68,68,RTS_R4_-_102
